symbol,market_group,timeframe,swing_direction,fib_ratio,fib_label,fib_price,distance_pct,is_nearest,source_method
EURGBP.r,Forex Majors,H4,bearish,0.5,Fib 50,0.865075,0.1406,False,confirmed_pivots_recent_swing
EURGBP.r,Forex Majors,H4,bearish,0.618,Fib 61.8,0.8658007,0.2247,False,confirmed_pivots_recent_swing
EURGBP.r,Forex Majors,H4,bearish,0.786,Fib 78.6,0.8668339,0.3443,False,confirmed_pivots_recent_swing
EURGBP.r,Forex Majors,H4,bearish,1.272,Fib ext 1.272,0.8603272,0.4090,False,confirmed_pivots_recent_swing
EURGBP.r,Forex Majors,H4,bearish,1.618,Fib ext 1.618,0.8581993,0.6553,False,confirmed_pivots_recent_swing
EURJPY.r,Forex Majors,H1,bearish,0.0,Fib 0,184.076,0.2547,False,confirmed_pivots_recent_swing
EURJPY.r,Forex Majors,H1,bearish,1.0,Fib 100,186.11,0.8475,False,confirmed_pivots_recent_swing
EURJPY.r,Forex Majors,H1,bearish,0.236,Fib 23.6,184.55602,0.0054,True,confirmed_pivots_recent_swing
EURJPY.r,Forex Majors,H1,bearish,0.382,Fib 38.2,184.85299,0.1663,False,confirmed_pivots_recent_swing
EURJPY.r,Forex Majors,H1,bearish,0.5,Fib 50,185.093,0.2964,False,confirmed_pivots_recent_swing
EURJPY.r,Forex Majors,H1,bearish,0.618,Fib 61.8,185.33301,0.4265,False,confirmed_pivots_recent_swing
EURJPY.r,Forex Majors,H1,bearish,0.786,Fib 78.6,185.67472,0.6116,False,confirmed_pivots_recent_swing
EURJPY.r,Forex Majors,H1,bearish,1.272,Fib ext 1.272,183.52275,0.5545,False,confirmed_pivots_recent_swing
EURJPY.r,Forex Majors,H1,bearish,1.618,Fib ext 1.618,182.81899,0.9358,False,confirmed_pivots_recent_swing
EURJPY.r,Forex Majors,H4,bullish,0.0,Fib 0,185.037,0.4795,False,confirmed_pivots_recent_swing
EURJPY.r,Forex Majors,H4,bullish,1.0,Fib 100,182.787,0.7423,False,confirmed_pivots_recent_swing
EURJPY.r,Forex Majors,H4,bullish,0.236,Fib 23.6,184.506,0.1911,False,confirmed_pivots_recent_swing
EURJPY.r,Forex Majors,H4,bullish,0.382,Fib 38.2,184.1775,0.0128,True,confirmed_pivots_recent_swing
EURJPY.r,Forex Majors,H4,bullish,0.5,Fib 50,183.912,0.1314,False,confirmed_pivots_recent_swing
EURJPY.r,Forex Majors,H4,bullish,0.618,Fib 61.8,183.6465,0.2756,False,confirmed_pivots_recent_swing
EURJPY.r,Forex Majors,H4,bullish,0.786,Fib 78.6,183.2685,0.4808,False,confirmed_pivots_recent_swing
EURJPY.r,Forex Majors,H4,bullish,1.272,Fib ext 1.272,185.649,0.8118,False,confirmed_pivots_recent_swing
EURJPY.r,Forex Majors,H4,bullish,1.618,Fib ext 1.618,186.4275,1.2346,False,confirmed_pivots_recent_swing
EURNZD.r,Forex Majors,H1,bearish,0.0,Fib 0,1.94461,1.7765,False,confirmed_pivots_recent_swing
EURNZD.r,Forex Majors,H1,bearish,1.0,Fib 100,1.9766,0.1606,False,confirmed_pivots_recent_swing
EURNZD.r,Forex Majors,H1,bearish,0.236,Fib 23.6,1.9521596,1.3951,False,confirmed_pivots_recent_swing
EURNZD.r,Forex Majors,H1,bearish,0.382,Fib 38.2,1.9568302,1.1592,False,confirmed_pivots_recent_swing
EURNZD.r,Forex Majors,H1,bearish,0.5,Fib 50,1.960605,0.9685,False,confirmed_pivots_recent_swing
EURNZD.r,Forex Majors,H1,bearish,0.618,Fib 61.8,1.9643798,0.7779,False,confirmed_pivots_recent_swing
EURNZD.r,Forex Majors,H1,bearish,0.786,Fib 78.6,1.9697541,0.5064,True,confirmed_pivots_recent_swing
EURNZD.r,Forex Majors,H1,bearish,1.272,Fib ext 1.272,1.9359087,2.2160,False,confirmed_pivots_recent_swing
EURNZD.r,Forex Majors,H1,bearish,1.618,Fib ext 1.618,1.9248402,2.7750,False,confirmed_pivots_recent_swing
EURNZD.r,Forex Majors,H4,bearish,0.0,Fib 0,1.94264,2.0462,False,confirmed_pivots_recent_swing
EURNZD.r,Forex Majors,H4,bearish,1.0,Fib 100,1.99331,0.5088,False,confirmed_pivots_recent_swing
EURNZD.r,Forex Majors,H4,bearish,0.236,Fib 23.6,1.9545981,1.4432,False,confirmed_pivots_recent_swing
EURNZD.r,Forex Majors,H4,bearish,0.382,Fib 38.2,1.9619959,1.0702,False,confirmed_pivots_recent_swing
EURNZD.r,Forex Majors,H4,bearish,0.5,Fib 50,1.967975,0.7687,False,confirmed_pivots_recent_swing
EURNZD.r,Forex Majors,H4,bearish,0.618,Fib 61.8,1.9739541,0.4672,False,confirmed_pivots_recent_swing
EURNZD.r,Forex Majors,H4,bearish,0.786,Fib 78.6,1.9824666,0.0380,True,confirmed_pivots_recent_swing
EURNZD.r,Forex Majors,H4,bearish,1.272,Fib ext 1.272,1.9288578,2.7411,False,confirmed_pivots_recent_swing
EURNZD.r,Forex Majors,H4,bearish,1.618,Fib ext 1.618,1.9113259,3.6251,False,confirmed_pivots_recent_swing
EURO50,Index,H1,bearish,0.0,Fib 0,5963.3,1.6168,False,confirmed_pivots_recent_swing
EURO50,Index,H1,bearish,1.0,Fib 100,6118.3,0.9404,False,confirmed_pivots_recent_swing
EURO50,Index,H1,bearish,0.236,Fib 23.6,5999.88,1.0133,False,confirmed_pivots_recent_swing
EURO50,Index,H1,bearish,0.382,Fib 38.2,6022.51,0.6400,False,confirmed_pivots_recent_swing
EURO50,Index,H1,bearish,0.5,Fib 50,6040.8,0.3382,False,confirmed_pivots_recent_swing
EURO50,Index,H1,bearish,0.618,Fib 61.8,6059.09,0.0365,True,confirmed_pivots_recent_swing
EURO50,Index,H1,bearish,0.786,Fib 78.6,6085.13,0.3931,False,confirmed_pivots_recent_swing
EURO50,Index,H1,bearish,1.272,Fib ext 1.272,5921.14,2.3124,False,confirmed_pivots_recent_swing
EURO50,Index,H1,bearish,1.618,Fib ext 1.618,5867.51,3.1972,False,confirmed_pivots_recent_swing
EURO50,Index,H4,bullish,0.0,Fib 0,6070.95,0.9251,False,confirmed_pivots_recent_swing
EURO50,Index,H4,bullish,1.0,Fib 100,5724.85,4.8285,False,confirmed_pivots_recent_swing
EURO50,Index,H4,bullish,0.236,Fib 23.6,5989.2704,0.4327,True,confirmed_pivots_recent_swing
EURO50,Index,H4,bullish,0.382,Fib 38.2,5938.7398,1.2728,False,confirmed_pivots_recent_swing
EURO50,Index,H4,bullish,0.5,Fib 50,5897.9,1.9517,False,confirmed_pivots_recent_swing
EURO50,Index,H4,bullish,0.618,Fib 61.8,5857.0602,2.6306,False,confirmed_pivots_recent_swing
EURO50,Index,H4,bullish,0.786,Fib 78.6,5798.9154,3.5972,False,confirmed_pivots_recent_swing
EURO50,Index,H4,bullish,1.272,Fib ext 1.272,6165.0892,2.4901,False,confirmed_pivots_recent_swing
EURO50,Index,H4,bullish,1.618,Fib ext 1.618,6284.8398,4.4809,False,confirmed_pivots_recent_swing
EURUSD.r,Forex Majors,H1,bearish,0.0,Fib 0,1.15048,0.2748,False,confirmed_pivots_recent_swing
EURUSD.r,Forex Majors,H1,bearish,1.0,Fib 100,1.16443,0.9344,False,confirmed_pivots_recent_swing
EURUSD.r,Forex Majors,H1,bearish,0.236,Fib 23.6,1.1537722,0.0106,True,confirmed_pivots_recent_swing
EURUSD.r,Forex Majors,H1,bearish,0.382,Fib 38.2,1.1558089,0.1871,False,confirmed_pivots_recent_swing
EURUSD.r,Forex Majors,H1,bearish,0.5,Fib 50,1.157455,0.3298,False,confirmed_pivots_recent_swing
EURUSD.r,Forex Majors,H1,bearish,0.618,Fib 61.8,1.1591011,0.4725,False,confirmed_pivots_recent_swing
EURUSD.r,Forex Majors,H1,bearish,0.786,Fib 78.6,1.1614447,0.6757,False,confirmed_pivots_recent_swing
EURUSD.r,Forex Majors,H1,bearish,1.272,Fib ext 1.272,1.1466856,0.6037,False,confirmed_pivots_recent_swing
EURUSD.r,Forex Majors,H1,bearish,1.618,Fib ext 1.618,1.1418589,1.0221,False,confirmed_pivots_recent_swing
EURUSD.r,Forex Majors,H4,bearish,0.0,Fib 0,1.1604,0.8324,False,confirmed_pivots_recent_swing
EURUSD.r,Forex Majors,H4,bearish,1.0,Fib 100,1.17214,1.8526,False,confirmed_pivots_recent_swing
EURUSD.r,Forex Majors,H4,bearish,0.236,Fib 23.6,1.1631706,1.0732,True,confirmed_pivots_recent_swing
EURUSD.r,Forex Majors,H4,bearish,0.382,Fib 38.2,1.1648847,1.2221,False,confirmed_pivots_recent_swing
EURUSD.r,Forex Majors,H4,bearish,0.5,Fib 50,1.16627,1.3425,False,confirmed_pivots_recent_swing
EURUSD.r,Forex Majors,H4,bearish,0.618,Fib 61.8,1.1676553,1.4629,False,confirmed_pivots_recent_swing
EURUSD.r,Forex Majors,H4,bearish,0.786,Fib 78.6,1.1696276,1.6343,False,confirmed_pivots_recent_swing
EURUSD.r,Forex Majors,H4,bearish,1.272,Fib ext 1.272,1.1572067,0.5550,False,confirmed_pivots_recent_swing
EURUSD.r,Forex Majors,H4,bearish,1.618,Fib ext 1.618,1.1531447,0.2020,False,confirmed_pivots_recent_swing
FRA40,Index,H1,bearish,0.0,Fib 0,8076.75,1.5451,False,confirmed_pivots_recent_swing
FRA40,Index,H1,bearish,1.0,Fib 100,8284.9,0.9923,False,confirmed_pivots_recent_swing
FRA40,Index,H1,bearish,0.236,Fib 23.6,8125.8734,0.9463,False,confirmed_pivots_recent_swing
FRA40,Index,H1,bearish,0.382,Fib 38.2,8156.2633,0.5758,False,confirmed_pivots_recent_swing
FRA40,Index,H1,bearish,0.5,Fib 50,8180.825,0.2764,False,confirmed_pivots_recent_swing
FRA40,Index,H1,bearish,0.618,Fib 61.8,8205.3867,0.0230,True,confirmed_pivots_recent_swing
FRA40,Index,H1,bearish,0.786,Fib 78.6,8240.3559,0.4493,False,confirmed_pivots_recent_swing
FRA40,Index,H1,bearish,1.272,Fib ext 1.272,8020.1332,2.2352,False,confirmed_pivots_recent_swing
FRA40,Index,H1,bearish,1.618,Fib ext 1.618,7948.1133,3.1131,False,confirmed_pivots_recent_swing
FRA40,Index,H4,bullish,0.0,Fib 0,8366.9,2.5795,False,confirmed_pivots_recent_swing
FRA40,Index,H4,bullish,1.0,Fib 100,7900.79,3.1350,False,confirmed_pivots_recent_swing
FRA40,Index,H4,bullish,0.236,Fib 23.6,8256.898,1.2309,False,confirmed_pivots_recent_swing
FRA40,Index,H4,bullish,0.382,Fib 38.2,8188.846,0.3966,False,confirmed_pivots_recent_swing
FRA40,Index,H4,bullish,0.5,Fib 50,8133.845,0.2778,True,confirmed_pivots_recent_swing
FRA40,Index,H4,bullish,0.618,Fib 61.8,8078.844,0.9521,False,confirmed_pivots_recent_swing
FRA40,Index,H4,bullish,0.786,Fib 78.6,8000.5375,1.9121,False,confirmed_pivots_recent_swing
FRA40,Index,H4,bullish,1.272,Fib ext 1.272,8493.6819,4.1339,False,confirmed_pivots_recent_swing
FRA40,Index,H4,bullish,1.618,Fib ext 1.618,8654.956,6.1112,False,confirmed_pivots_recent_swing
GBPAUD.r,Forex Majors,H1,bullish,0.0,Fib 0,1.88577,0.2048,False,confirmed_pivots_recent_swing
GBPAUD.r,Forex Majors,H1,bullish,1.0,Fib 100,1.87413,0.8208,False,confirmed_pivots_recent_swing
GBPAUD.r,Forex Majors,H1,bullish,0.236,Fib 23.6,1.883023,0.3502,True,confirmed_pivots_recent_swing
GBPAUD.r,Forex Majors,H1,bullish,0.382,Fib 38.2,1.8813235,0.4401,False,confirmed_pivots_recent_swing
GBPAUD.r,Forex Majors,H1,bullish,0.5,Fib 50,1.87995,0.5128,False,confirmed_pivots_recent_swing
GBPAUD.r,Forex Majors,H1,bullish,0.618,Fib 61.8,1.8785765,0.5855,False,confirmed_pivots_recent_swing
GBPAUD.r,Forex Majors,H1,bullish,0.786,Fib 78.6,1.876621,0.6890,False,confirmed_pivots_recent_swing
GBPAUD.r,Forex Majors,H1,bullish,1.272,Fib ext 1.272,1.8889361,0.0373,False,confirmed_pivots_recent_swing
GBPAUD.r,Forex Majors,H1,bullish,1.618,Fib ext 1.618,1.8929635,0.1759,False,confirmed_pivots_recent_swing
GBPAUD.r,Forex Majors,H4,bullish,0.0,Fib 0,1.89098,0.0492,False,confirmed_pivots_recent_swing
GBPAUD.r,Forex Majors,H4,bullish,1.0,Fib 100,1.85541,1.8328,False,confirmed_pivots_recent_swing
GBPAUD.r,Forex Majors,H4,bullish,0.236,Fib 23.6,1.8825855,0.3949,True,confirmed_pivots_recent_swing
GBPAUD.r,Forex Majors,H4,bullish,0.382,Fib 38.2,1.8773923,0.6697,False,confirmed_pivots_recent_swing
GBPAUD.r,Forex Majors,H4,bullish,0.5,Fib 50,1.873195,0.8918,False,confirmed_pivots_recent_swing
GBPAUD.r,Forex Majors,H4,bullish,0.618,Fib 61.8,1.8689977,1.1138,False,confirmed_pivots_recent_swing
GBPAUD.r,Forex Majors,H4,bullish,0.786,Fib 78.6,1.863022,1.4300,False,confirmed_pivots_recent_swing
GBPAUD.r,Forex Majors,H4,bullish,1.272,Fib ext 1.272,1.900655,0.5611,False,confirmed_pivots_recent_swing
GBPAUD.r,Forex Majors,H4,bullish,1.618,Fib ext 1.618,1.9129623,1.2123,False,confirmed_pivots_recent_swing
GBPCAD.r,Forex Majors,H1,bearish,0.0,Fib 0,1.85393,0.4334,False,confirmed_pivots_recent_swing
GBPCAD.r,Forex Majors,H1,bearish,1.0,Fib 100,1.87035,0.4484,False,confirmed_pivots_recent_swing
GBPCAD.r,Forex Majors,H1,bearish,0.236,Fib 23.6,1.8578051,0.2253,False,confirmed_pivots_recent_swing
GBPCAD.r,Forex Majors,H1,bearish,0.382,Fib 38.2,1.8602024,0.0965,False,confirmed_pivots_recent_swing
GBPCAD.r,Forex Majors,H1,bearish,0.5,Fib 50,1.86214,0.0075,True,confirmed_pivots_recent_swing
GBPCAD.r,Forex Majors,H1,bearish,0.618,Fib 61.8,1.8640776,0.1116,False,confirmed_pivots_recent_swing
GBPCAD.r,Forex Majors,H1,bearish,0.786,Fib 78.6,1.8668361,0.2597,False,confirmed_pivots_recent_swing
GBPCAD.r,Forex Majors,H1,bearish,1.272,Fib ext 1.272,1.8494638,0.6733,False,confirmed_pivots_recent_swing
GBPCAD.r,Forex Majors,H1,bearish,1.618,Fib ext 1.618,1.8437824,0.9784,False,confirmed_pivots_recent_swing
GBPCAD.r,Forex Majors,H4,bullish,0.0,Fib 0,1.86486,0.3498,False,confirmed_pivots_recent_swing
GBPCAD.r,Forex Majors,H4,bullish,1.0,Fib 100,1.84603,0.6635,False,confirmed_pivots_recent_swing
GBPCAD.r,Forex Majors,H4,bullish,0.236,Fib 23.6,1.8604161,0.1106,False,confirmed_pivots_recent_swing
GBPCAD.r,Forex Majors,H4,bullish,0.382,Fib 38.2,1.8576669,0.0373,True,confirmed_pivots_recent_swing
GBPCAD.r,Forex Majors,H4,bullish,0.5,Fib 50,1.855445,0.1569,False,confirmed_pivots_recent_swing
GBPCAD.r,Forex Majors,H4,bullish,0.618,Fib 61.8,1.8532231,0.2764,False,confirmed_pivots_recent_swing
GBPCAD.r,Forex Majors,H4,bullish,0.786,Fib 78.6,1.8500596,0.4467,False,confirmed_pivots_recent_swing
GBPCAD.r,Forex Majors,H4,bullish,1.272,Fib ext 1.272,1.8699818,0.6254,False,confirmed_pivots_recent_swing
GBPCAD.r,Forex Majors,H4,bullish,1.618,Fib ext 1.618,1.8764969,0.9760,False,confirmed_pivots_recent_swing
GBPCHF.r,Forex Majors,H1,bullish,0.0,Fib 0,1.05907,0.4755,False,confirmed_pivots_recent_swing
GBPCHF.r,Forex Majors,H1,bullish,1.0,Fib 100,1.04857,1.4622,False,confirmed_pivots_recent_swing
GBPCHF.r,Forex Majors,H1,bullish,0.236,Fib 23.6,1.056592,0.7084,True,confirmed_pivots_recent_swing
GBPCHF.r,Forex Majors,H1,bullish,0.382,Fib 38.2,1.055059,0.8524,False,confirmed_pivots_recent_swing
GBPCHF.r,Forex Majors,H1,bullish,0.5,Fib 50,1.05382,0.9689,False,confirmed_pivots_recent_swing
GBPCHF.r,Forex Majors,H1,bullish,0.618,Fib 61.8,1.052581,1.0853,False,confirmed_pivots_recent_swing
GBPCHF.r,Forex Majors,H1,bullish,0.786,Fib 78.6,1.050817,1.2511,False,confirmed_pivots_recent_swing
GBPCHF.r,Forex Majors,H1,bullish,1.272,Fib ext 1.272,1.061926,0.2071,False,confirmed_pivots_recent_swing
GBPCHF.r,Forex Majors,H1,bullish,1.618,Fib ext 1.618,1.065559,0.1343,False,confirmed_pivots_recent_swing
GBPCHF.r,Forex Majors,H4,bullish,0.0,Fib 0,1.05871,0.4214,False,confirmed_pivots_recent_swing
GBPCHF.r,Forex Majors,H4,bullish,1.0,Fib 100,1.04556,1.6582,False,confirmed_pivots_recent_swing
GBPCHF.r,Forex Majors,H4,bullish,0.236,Fib 23.6,1.0556066,0.7133,True,confirmed_pivots_recent_swing
GBPCHF.r,Forex Majors,H4,bullish,0.382,Fib 38.2,1.0536867,0.8938,False,confirmed_pivots_recent_swing
GBPCHF.r,Forex Majors,H4,bullish,0.5,Fib 50,1.052135,1.0398,False,confirmed_pivots_recent_swing
GBPCHF.r,Forex Majors,H4,bullish,0.618,Fib 61.8,1.0505833,1.1857,False,confirmed_pivots_recent_swing
GBPCHF.r,Forex Majors,H4,bullish,0.786,Fib 78.6,1.0483741,1.3935,False,confirmed_pivots_recent_swing
GBPCHF.r,Forex Majors,H4,bullish,1.272,Fib ext 1.272,1.0622868,0.0850,False,confirmed_pivots_recent_swing
GBPCHF.r,Forex Majors,H4,bullish,1.618,Fib ext 1.618,1.0668367,0.3430,False,confirmed_pivots_recent_swing
GBPJPY.r,Forex Majors,H1,bearish,0.0,Fib 0,213.198,0.2405,False,confirmed_pivots_recent_swing
GBPJPY.r,Forex Majors,H1,bearish,1.0,Fib 100,215.605,0.8858,False,confirmed_pivots_recent_swing
GBPJPY.r,Forex Majors,H1,bearish,0.236,Fib 23.6,213.76605,0.0253,True,confirmed_pivots_recent_swing
GBPJPY.r,Forex Majors,H1,bearish,0.382,Fib 38.2,214.11747,0.1897,False,confirmed_pivots_recent_swing
GBPJPY.r,Forex Majors,H1,bearish,0.5,Fib 50,214.4015,0.3226,False,confirmed_pivots_recent_swing
GBPJPY.r,Forex Majors,H1,bearish,0.618,Fib 61.8,214.68553,0.4555,False,confirmed_pivots_recent_swing
GBPJPY.r,Forex Majors,H1,bearish,0.786,Fib 78.6,215.0899,0.6447,False,confirmed_pivots_recent_swing
GBPJPY.r,Forex Majors,H1,bearish,1.272,Fib ext 1.272,212.5433,0.5469,False,confirmed_pivots_recent_swing
GBPJPY.r,Forex Majors,H1,bearish,1.618,Fib ext 1.618,211.71047,0.9366,False,confirmed_pivots_recent_swing
GBPJPY.r,Forex Majors,H4,bearish,0.0,Fib 0,211.036,1.0025,False,confirmed_pivots_recent_swing
GBPJPY.r,Forex Majors,H4,bearish,1.0,Fib 100,213.703,0.2486,False,confirmed_pivots_recent_swing
GBPJPY.r,Forex Majors,H4,bearish,0.236,Fib 23.6,211.66541,0.7072,False,confirmed_pivots_recent_swing
GBPJPY.r,Forex Majors,H4,bearish,0.382,Fib 38.2,212.05479,0.5246,False,confirmed_pivots_recent_swing
GBPJPY.r,Forex Majors,H4,bearish,0.5,Fib 50,212.3695,0.3769,False,confirmed_pivots_recent_swing
GBPJPY.r,Forex Majors,H4,bearish,0.618,Fib 61.8,212.68421,0.2293,False,confirmed_pivots_recent_swing
GBPJPY.r,Forex Majors,H4,bearish,0.786,Fib 78.6,213.13226,0.0191,True,confirmed_pivots_recent_swing
GBPJPY.r,Forex Majors,H4,bearish,1.272,Fib ext 1.272,210.31058,1.3428,False,confirmed_pivots_recent_swing
GBPJPY.r,Forex Majors,H4,bearish,1.618,Fib ext 1.618,209.38779,1.7756,False,confirmed_pivots_recent_swing
GBPNZD.r,Forex Majors,H1,bearish,0.0,Fib 0,2.24428,2.1094,False,confirmed_pivots_recent_swing
GBPNZD.r,Forex Majors,H1,bearish,1.0,Fib 100,2.28091,0.5116,False,confirmed_pivots_recent_swing
GBPNZD.r,Forex Majors,H1,bearish,0.236,Fib 23.6,2.2529247,1.7323,False,confirmed_pivots_recent_swing
GBPNZD.r,Forex Majors,H1,bearish,0.382,Fib 38.2,2.2582727,1.4990,False,confirmed_pivots_recent_swing
GBPNZD.r,Forex Majors,H1,bearish,0.5,Fib 50,2.262595,1.3105,False,confirmed_pivots_recent_swing
GBPNZD.r,Forex Majors,H1,bearish,0.618,Fib 61.8,2.2669173,1.1220,False,confirmed_pivots_recent_swing
GBPNZD.r,Forex Majors,H1,bearish,0.786,Fib 78.6,2.2730712,0.8535,True,confirmed_pivots_recent_swing
GBPNZD.r,Forex Majors,H1,bearish,1.272,Fib ext 1.272,2.2343166,2.5439,False,confirmed_pivots_recent_swing
GBPNZD.r,Forex Majors,H1,bearish,1.618,Fib ext 1.618,2.2216427,3.0968,False,confirmed_pivots_recent_swing
GBPNZD.r,Forex Majors,H4,bearish,0.0,Fib 0,2.24148,2.3644,False,confirmed_pivots_recent_swing
GBPNZD.r,Forex Majors,H4,bearish,1.0,Fib 100,2.30682,0.4818,False,confirmed_pivots_recent_swing
GBPNZD.r,Forex Majors,H4,bearish,0.236,Fib 23.6,2.2569002,1.6927,False,confirmed_pivots_recent_swing
GBPNZD.r,Forex Majors,H4,bearish,0.382,Fib 38.2,2.2664399,1.2771,False,confirmed_pivots_recent_swing
GBPNZD.r,Forex Majors,H4,bearish,0.5,Fib 50,2.27415,0.9413,False,confirmed_pivots_recent_swing
GBPNZD.r,Forex Majors,H4,bearish,0.618,Fib 61.8,2.2818601,0.6055,False,confirmed_pivots_recent_swing
GBPNZD.r,Forex Majors,H4,bearish,0.786,Fib 78.6,2.2928372,0.1273,True,confirmed_pivots_recent_swing
GBPNZD.r,Forex Majors,H4,bearish,1.272,Fib ext 1.272,2.2237075,3.1385,False,confirmed_pivots_recent_swing
GBPNZD.r,Forex Majors,H4,bearish,1.618,Fib ext 1.618,2.2010999,4.1233,False,confirmed_pivots_recent_swing
GBPUSD.r,Forex Majors,H1,bearish,0.0,Fib 0,1.33076,0.3877,False,confirmed_pivots_recent_swing
GBPUSD.r,Forex Majors,H1,bearish,1.0,Fib 100,1.34825,0.9214,False,confirmed_pivots_recent_swing
GBPUSD.r,Forex Majors,H1,bearish,0.236,Fib 23.6,1.3348876,0.0788,True,confirmed_pivots_recent_swing
GBPUSD.r,Forex Majors,H1,bearish,0.382,Fib 38.2,1.3374412,0.1124,False,confirmed_pivots_recent_swing
GBPUSD.r,Forex Majors,H1,bearish,0.5,Fib 50,1.339505,0.2669,False,confirmed_pivots_recent_swing
GBPUSD.r,Forex Majors,H1,bearish,0.618,Fib 61.8,1.3415688,0.4213,False,confirmed_pivots_recent_swing
GBPUSD.r,Forex Majors,H1,bearish,0.786,Fib 78.6,1.3445071,0.6413,False,confirmed_pivots_recent_swing
GBPUSD.r,Forex Majors,H1,bearish,1.272,Fib ext 1.272,1.3260027,0.7438,False,confirmed_pivots_recent_swing
GBPUSD.r,Forex Majors,H1,bearish,1.618,Fib ext 1.618,1.3199512,1.1968,False,confirmed_pivots_recent_swing
GBPUSD.r,Forex Majors,H4,bearish,0.0,Fib 0,1.33018,0.1456,False,confirmed_pivots_recent_swing
GBPUSD.r,Forex Majors,H4,bearish,1.0,Fib 100,1.35323,1.5847,False,confirmed_pivots_recent_swing
GBPUSD.r,Forex Majors,H4,bearish,0.236,Fib 23.6,1.3356198,0.2627,True,confirmed_pivots_recent_swing
GBPUSD.r,Forex Majors,H4,bearish,0.382,Fib 38.2,1.3389851,0.5154,False,confirmed_pivots_recent_swing
GBPUSD.r,Forex Majors,H4,bearish,0.5,Fib 50,1.341705,0.7195,False,confirmed_pivots_recent_swing
GBPUSD.r,Forex Majors,H4,bearish,0.618,Fib 61.8,1.3444249,0.9237,False,confirmed_pivots_recent_swing
GBPUSD.r,Forex Majors,H4,bearish,0.786,Fib 78.6,1.3482973,1.2144,False,confirmed_pivots_recent_swing
GBPUSD.r,Forex Majors,H4,bearish,1.272,Fib ext 1.272,1.3239104,0.6163,False,confirmed_pivots_recent_swing
GBPUSD.r,Forex Majors,H4,bearish,1.618,Fib ext 1.618,1.3159351,1.2150,False,confirmed_pivots_recent_swing
GER40,Index,H1,bearish,0.0,Fib 0,24356.35,1.2696,False,confirmed_pivots_recent_swing
GER40,Index,H1,bearish,1.0,Fib 100,25035.55,1.4836,False,confirmed_pivots_recent_swing
GER40,Index,H1,bearish,0.236,Fib 23.6,24516.641,0.6198,False,confirmed_pivots_recent_swing
GER40,Index,H1,bearish,0.382,Fib 38.2,24615.804,0.2179,False,confirmed_pivots_recent_swing
GER40,Index,H1,bearish,0.5,Fib 50,24695.95,0.1070,True,confirmed_pivots_recent_swing
GER40,Index,H1,bearish,0.618,Fib 61.8,24776.096,0.4319,False,confirmed_pivots_recent_swing
GER40,Index,H1,bearish,0.786,Fib 78.6,24890.201,0.8944,False,confirmed_pivots_recent_swing
GER40,Index,H1,bearish,1.272,Fib ext 1.272,24171.608,2.0184,False,confirmed_pivots_recent_swing
GER40,Index,H1,bearish,1.618,Fib ext 1.618,23936.604,2.9711,False,confirmed_pivots_recent_swing
GER40,Index,H4,bullish,0.0,Fib 0,25146.55,2.4715,False,confirmed_pivots_recent_swing
GER40,Index,H4,bullish,1.0,Fib 100,23823.45,2.9201,False,confirmed_pivots_recent_swing
GER40,Index,H4,bullish,0.236,Fib 23.6,24834.298,1.1991,False,confirmed_pivots_recent_swing
GER40,Index,H4,bullish,0.382,Fib 38.2,24641.126,0.4119,False,confirmed_pivots_recent_swing
GER40,Index,H4,bullish,0.5,Fib 50,24485,0.2243,True,confirmed_pivots_recent_swing
GER40,Index,H4,bullish,0.618,Fib 61.8,24328.874,0.8605,False,confirmed_pivots_recent_swing
GER40,Index,H4,bullish,0.786,Fib 78.6,24106.593,1.7663,False,confirmed_pivots_recent_swing
GER40,Index,H4,bullish,1.272,Fib ext 1.272,25506.433,3.9380,False,confirmed_pivots_recent_swing
GER40,Index,H4,bullish,1.618,Fib ext 1.618,25964.226,5.8035,False,confirmed_pivots_recent_swing
HK50,Index,H1,bearish,0.0,Fib 0,24354,1.4796,False,confirmed_pivots_recent_swing
HK50,Index,H1,bearish,1.0,Fib 100,25055.25,1.3572,False,confirmed_pivots_recent_swing
HK50,Index,H1,bearish,0.236,Fib 23.6,24519.495,0.8101,False,confirmed_pivots_recent_swing
HK50,Index,H1,bearish,0.382,Fib 38.2,24621.877,0.3959,False,confirmed_pivots_recent_swing
HK50,Index,H1,bearish,0.5,Fib 50,24704.625,0.0612,True,confirmed_pivots_recent_swing
HK50,Index,H1,bearish,0.618,Fib 61.8,24787.373,0.2736,False,confirmed_pivots_recent_swing
HK50,Index,H1,bearish,0.786,Fib 78.6,24905.182,0.7501,False,confirmed_pivots_recent_swing
HK50,Index,H1,bearish,1.272,Fib ext 1.272,24163.26,2.2512,False,confirmed_pivots_recent_swing
HK50,Index,H1,bearish,1.618,Fib ext 1.618,23920.627,3.2327,False,confirmed_pivots_recent_swing
HK50,Index,H4,bearish,0.0,Fib 0,25480.75,3.6098,False,confirmed_pivots_recent_swing
HK50,Index,H4,bearish,1.0,Fib 100,26940.75,9.5464,False,confirmed_pivots_recent_swing
HK50,Index,H4,bearish,0.236,Fib 23.6,25825.31,5.0108,True,confirmed_pivots_recent_swing
HK50,Index,H4,bearish,0.382,Fib 38.2,26038.47,5.8776,False,confirmed_pivots_recent_swing
