candidate_id,source_scope,group,symbol,timeframe,swing_degree,direction,review_category,matches_guided_impulse_profile,matches_h1_h4_aux_profile,visual_expansion_status,visual_aux_status,near_miss_reason,scale_fit_label,ewo_helpfulness,ema_htf_helpfulness,chart_path,prominence_policy_label,prominence_score_delta,prominence_warning,should_downgrade_to_auxiliary,should_exclude_for_low_prominence,prominence_policy_reason,ewo_policy_label,ewo_soft_support,ewo_score_delta,ewo_warning,ewo_role_reason,ewo_svm_future_feature_candidate,ema_htf_policy_label,ema_htf_soft_support,ema_htf_score_delta,ema_band_warning,htf_conflict_warning,context_must_not_rescue_bad_count,ema_htf_policy_reason,structural_quality_policy,final_soft_quality_score,final_soft_quality_bucket,policy_reasons,policy_warnings,ready_for_next_expansion,phase256_policy_bucket,phase256_score,phase256_score_delta,phase256_adjustment_reason,phase256_prominence_action,phase256_ready_for_expansion,phase256_from_phase255_false_positive,prominence_vs_window,duration_vs_window,relative_structure_size,sql_market_group,artifact_market_group,resolved_market_group,mapping_confidence,category_source,symbol_in_sql,expansion_origin,diagnostic_only,category_notes,htf_timeframe,phase257_policy_bucket,phase257_score,phase257_policy_reasons,phase257_policy_warnings,phase257_ready_for_next_step
abc_exp252_forex_audjpy_h4_major_abc_005,h4_d1,Forex Majors,AUDJPY.r,H4,major,bearish,abc,no,,not_usable,,,not_applicable,unclear,explains_correction,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\036_abc_exp252_forex_audjpy_h4_major_abc_005.png,prominence_not_applicable,-4,,False,False,no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; relative_structure_size=small,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; momentum_matches_direction=True; end_ewo_direction=negative; end_ewo_slope=-0.3213,False,ema_htf_correction_context,contextual,-10,,htf_conflict_warning,True,input_label=explains_correction; trend_context_label=correction_against_htf; ema_band=below_band; htf_match=False; ltf_match=False; htf_conflict_warning; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,exclude_from_guided_search,0,exclude_from_guided_search,H4/D1 primary scope; no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; relative_structure_size=small; input_label=unclear; momentum_matches_direction=True; end_ewo_direction=negative; end_ewo_slope=-0.3213; input_label=explains_correction; trend_context_label=correction_against_htf; ema_band=below_band; htf_match=False; ltf_match=False; htf_conflict_warning; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,abc_requires_parent_context; major is higher-degree context; H4/D1 profile match=no; visual_status=not_usable; EWO context is unclear or unavailable; htf_conflict_warning; context_must_not_rescue_bad_count,no,exclude_from_guided_search,0.0,0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,keep,no,False,0.071125,0.088889,small,Forex Majors,Forex Majors,Forex Majors,sql_explicit,symbol_control.group,True,reused_phase256_existing_policy,True,,,exclude_from_guided_search,0.0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,abc_requires_parent_context; major is higher-degree context; H4/D1 profile match=no; visual_status=not_usable; EWO context is unclear or unavailable; htf_conflict_warning; context_must_not_rescue_bad_count,no
near_miss_exp252_forex_audjpy_h4_intermediate_impulse_004,h4_d1,Forex Majors,AUDJPY.r,H4,intermediate,bullish,near_miss,no,,not_usable,,,not_applicable,unclear,supports_context,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\037_near_miss_exp252_forex_audjpy_h4_intermediate_impulse_004.png,prominence_not_applicable,-4,,False,False,no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; relative_structure_size=medium_small,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; end_ewo_direction=positive; end_ewo_slope=-0.03629,False,ema_htf_context_support,supports,0,,,True,input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,exclude_from_guided_search,0,exclude_from_guided_search,H4/D1 primary scope; degree=intermediate; no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; relative_structure_size=medium_small; input_label=unclear; end_ewo_direction=positive; end_ewo_slope=-0.03629; input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,near_miss_not_primary_profile; H4/D1 profile match=no; visual_status=not_usable; EWO context is unclear or unavailable; context_must_not_rescue_bad_count,no,exclude_from_guided_search,0.0,0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,keep,no,False,0.147364,0.094444,medium_small,Forex Majors,Forex Majors,Forex Majors,sql_explicit,symbol_control.group,True,reused_phase256_existing_policy,True,,,exclude_from_guided_search,0.0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,near_miss_not_primary_profile; H4/D1 profile match=no; visual_status=not_usable; EWO context is unclear or unavailable; context_must_not_rescue_bad_count,no
near_miss_exp252_metals_xagusd_h4_intermediate_impulse_004,h4_d1,Metals,XAGUSD.r,H4,intermediate,bullish,near_miss,no,,not_usable,,,not_applicable,unclear,supports_context,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\038_near_miss_exp252_metals_xagusd_h4_intermediate_impulse_004.png,prominence_not_applicable,-8,,False,False,no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=small,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; end_ewo_direction=positive; end_ewo_slope=-0.05813,False,ema_htf_context_support,supports,0,,,True,input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,exclude_from_guided_search,0,exclude_from_guided_search,H4/D1 primary scope; degree=intermediate; no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=small; input_label=unclear; end_ewo_direction=positive; end_ewo_slope=-0.05813; input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,near_miss_not_primary_profile; H4/D1 profile match=no; visual_status=not_usable; EWO context is unclear or unavailable; context_must_not_rescue_bad_count,no,exclude_from_guided_search,0.0,0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,keep,no,False,0.039935,0.048889,small,Metals,Metals,Metals,sql_explicit,symbol_control.group,True,reused_phase256_existing_policy,True,,,exclude_from_guided_search,0.0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,near_miss_not_primary_profile; H4/D1 profile match=no; visual_status=not_usable; EWO context is unclear or unavailable; context_must_not_rescue_bad_count,no
near_miss_exp252_index_aus200_h4_intermediate_impulse_001,h4_d1,Index,AUS200,H4,intermediate,bullish,near_miss,no,,not_usable,,,not_applicable,unclear,supports_context,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\039_near_miss_exp252_index_aus200_h4_intermediate_impulse_001.png,prominence_not_applicable,0,,False,False,no prominence penalty available for this structure; relative_structure_size=medium_small,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; end_ewo_direction=negative; end_ewo_slope=-2.571,False,ema_htf_context_support,supports,0,,,True,input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,exclude_from_guided_search,0,exclude_from_guided_search,H4/D1 primary scope; degree=intermediate; no prominence penalty available for this structure; relative_structure_size=medium_small; input_label=unclear; end_ewo_direction=negative; end_ewo_slope=-2.571; input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,near_miss_not_primary_profile; H4/D1 profile match=no; visual_status=not_usable; EWO context is unclear or unavailable; context_must_not_rescue_bad_count,no,exclude_from_guided_search,0.0,0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,keep,no,False,0.281982,0.081111,medium_small,Index,Index,Index,sql_explicit,symbol_control.group,True,reused_phase256_existing_policy,True,,,exclude_from_guided_search,0.0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,near_miss_not_primary_profile; H4/D1 profile match=no; visual_status=not_usable; EWO context is unclear or unavailable; context_must_not_rescue_bad_count,no
near_miss_exp252_forex_audjpy_h4_minor_impulse_006,h4_d1,Forex Majors,AUDJPY.r,H4,minor,bullish,near_miss,no,,not_usable,,,not_applicable,unclear,supports_context,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\040_near_miss_exp252_forex_audjpy_h4_minor_impulse_006.png,prominence_not_applicable,-4,,False,False,no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; relative_structure_size=medium_small,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; end_ewo_direction=positive; end_ewo_slope=-0.03629,False,ema_htf_context_support,supports,0,,,True,input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,exclude_from_guided_search,0,exclude_from_guided_search,H4/D1 primary scope; no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; relative_structure_size=medium_small; input_label=unclear; end_ewo_direction=positive; end_ewo_slope=-0.03629; input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,near_miss_not_primary_profile; minor is substructure; H4/D1 profile match=no; visual_status=not_usable; EWO context is unclear or unavailable; context_must_not_rescue_bad_count,no,exclude_from_guided_search,0.0,0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,keep,no,False,0.134939,0.081111,medium_small,Forex Majors,Forex Majors,Forex Majors,sql_explicit,symbol_control.group,True,reused_phase256_existing_policy,True,,,exclude_from_guided_search,0.0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,near_miss_not_primary_profile; minor is substructure; H4/D1 profile match=no; visual_status=not_usable; EWO context is unclear or unavailable; context_must_not_rescue_bad_count,no
near_miss_exp252_metals_xagusd_h4_minor_impulse_006,h4_d1,Metals,XAGUSD.r,H4,minor,bullish,near_miss,no,,not_usable,,,not_applicable,unclear,supports_context,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\041_near_miss_exp252_metals_xagusd_h4_minor_impulse_006.png,prominence_not_applicable,-8,,False,False,no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=small,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; end_ewo_direction=positive; end_ewo_slope=-0.05813,False,ema_htf_context_support,supports,0,,,True,input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,exclude_from_guided_search,0,exclude_from_guided_search,H4/D1 primary scope; no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=small; input_label=unclear; end_ewo_direction=positive; end_ewo_slope=-0.05813; input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,near_miss_not_primary_profile; minor is substructure; H4/D1 profile match=no; visual_status=not_usable; EWO context is unclear or unavailable; context_must_not_rescue_bad_count,no,exclude_from_guided_search,0.0,0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,keep,no,False,0.032376,0.035556,small,Metals,Metals,Metals,sql_explicit,symbol_control.group,True,reused_phase256_existing_policy,True,,,exclude_from_guided_search,0.0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,near_miss_not_primary_profile; minor is substructure; H4/D1 profile match=no; visual_status=not_usable; EWO context is unclear or unavailable; context_must_not_rescue_bad_count,no
near_miss_exp252_index_aus200_h4_minor_impulse_001,h4_d1,Index,AUS200,H4,minor,bullish,near_miss,no,,not_usable,,,not_applicable,unclear,supports_context,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\042_near_miss_exp252_index_aus200_h4_minor_impulse_001.png,prominence_not_applicable,0,,False,False,no prominence penalty available for this structure; relative_structure_size=medium_small,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; end_ewo_direction=negative; end_ewo_slope=-2.571,False,ema_htf_context_support,supports,0,,,True,input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,exclude_from_guided_search,0,exclude_from_guided_search,H4/D1 primary scope; no prominence penalty available for this structure; relative_structure_size=medium_small; input_label=unclear; end_ewo_direction=negative; end_ewo_slope=-2.571; input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,near_miss_not_primary_profile; minor is substructure; H4/D1 profile match=no; visual_status=not_usable; EWO context is unclear or unavailable; context_must_not_rescue_bad_count,no,exclude_from_guided_search,0.0,0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,keep,no,False,0.281982,0.081111,medium_small,Index,Index,Index,sql_explicit,symbol_control.group,True,reused_phase256_existing_policy,True,,,exclude_from_guided_search,0.0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,near_miss_not_primary_profile; minor is substructure; H4/D1 profile match=no; visual_status=not_usable; EWO context is unclear or unavailable; context_must_not_rescue_bad_count,no
near_miss_exp252_forex_audjpy_h4_major_impulse_002,h4_d1,Forex Majors,AUDJPY.r,H4,major,bullish,near_miss,no,,not_usable,,,not_applicable,unclear,supports_context,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\043_near_miss_exp252_forex_audjpy_h4_major_impulse_002.png,prominence_not_applicable,0,,False,False,no prominence penalty available for this structure; relative_structure_size=medium_small,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; end_ewo_direction=positive; end_ewo_slope=-0.001086,False,ema_htf_context_support,supports,0,,,True,input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,exclude_from_guided_search,0,exclude_from_guided_search,H4/D1 primary scope; no prominence penalty available for this structure; relative_structure_size=medium_small; input_label=unclear; end_ewo_direction=positive; end_ewo_slope=-0.001086; input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,near_miss_not_primary_profile; major is higher-degree context; H4/D1 profile match=no; visual_status=not_usable; EWO context is unclear or unavailable; context_must_not_rescue_bad_count,no,exclude_from_guided_search,0.0,0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,keep,no,False,0.205604,0.173333,medium_small,Forex Majors,Forex Majors,Forex Majors,sql_explicit,symbol_control.group,True,reused_phase256_existing_policy,True,,,exclude_from_guided_search,0.0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,near_miss_not_primary_profile; major is higher-degree context; H4/D1 profile match=no; visual_status=not_usable; EWO context is unclear or unavailable; context_must_not_rescue_bad_count,no
near_miss_exp252_metals_xagusd_h4_major_impulse_006,h4_d1,Metals,XAGUSD.r,H4,major,bullish,near_miss,no,,not_usable,,,not_applicable,unclear,supports_context,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\044_near_miss_exp252_metals_xagusd_h4_major_impulse_006.png,prominence_not_applicable,-4,,False,False,no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; relative_structure_size=medium_small,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; end_ewo_direction=negative; end_ewo_slope=0.7878,False,ema_htf_context_support,supports,-4,price_inside_ema_band_adds_ambiguity,,True,input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=inside_band; htf_match=True; ltf_match=True; price_inside_ema_band_adds_ambiguity; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,exclude_from_guided_search,0,exclude_from_guided_search,H4/D1 primary scope; no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; relative_structure_size=medium_small; input_label=unclear; end_ewo_direction=negative; end_ewo_slope=0.7878; input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=inside_band; htf_match=True; ltf_match=True; price_inside_ema_band_adds_ambiguity; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,near_miss_not_primary_profile; major is higher-degree context; H4/D1 profile match=no; visual_status=not_usable; EWO context is unclear or unavailable; price_inside_ema_band_adds_ambiguity; context_must_not_rescue_bad_count,no,exclude_from_guided_search,0.0,0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,keep,no,False,0.164607,0.224444,medium_small,Metals,Metals,Metals,sql_explicit,symbol_control.group,True,reused_phase256_existing_policy,True,,,exclude_from_guided_search,0.0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,near_miss_not_primary_profile; major is higher-degree context; H4/D1 profile match=no; visual_status=not_usable; EWO context is unclear or unavailable; price_inside_ema_band_adds_ambiguity; context_must_not_rescue_bad_count,no
near_miss_exp252_index_aus200_h4_major_impulse_001,h4_d1,Index,AUS200,H4,major,bullish,near_miss,no,,not_usable,,,not_applicable,unclear,supports_context,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\045_near_miss_exp252_index_aus200_h4_major_impulse_001.png,prominence_not_applicable,0,,False,False,no prominence penalty available for this structure; relative_structure_size=medium_small,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; end_ewo_direction=negative; end_ewo_slope=-2.571,False,ema_htf_context_support,supports,0,,,True,input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,exclude_from_guided_search,0,exclude_from_guided_search,H4/D1 primary scope; no prominence penalty available for this structure; relative_structure_size=medium_small; input_label=unclear; end_ewo_direction=negative; end_ewo_slope=-2.571; input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,near_miss_not_primary_profile; major is higher-degree context; H4/D1 profile match=no; visual_status=not_usable; EWO context is unclear or unavailable; context_must_not_rescue_bad_count,no,exclude_from_guided_search,0.0,0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,keep,no,False,0.281982,0.081111,medium_small,Index,Index,Index,sql_explicit,symbol_control.group,True,reused_phase256_existing_policy,True,,,exclude_from_guided_search,0.0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,near_miss_not_primary_profile; major is higher-degree context; H4/D1 profile match=no; visual_status=not_usable; EWO context is unclear or unavailable; context_must_not_rescue_bad_count,no
hard_invalid_exp252_forex_audjpy_h4_intermediate_impulse_001,h4_d1,Forex Majors,AUDJPY.r,H4,intermediate,bearish,hard_invalid,no,,good_negative_example,,,not_applicable,unclear,misleading,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\046_hard_invalid_exp252_forex_audjpy_h4_intermediate_impulse_001.png,prominence_not_applicable,-4,,False,False,no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; relative_structure_size=medium_small,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; end_ewo_direction=positive; end_ewo_slope=-0.04829,False,ema_htf_misleading_warning,misleading,-18,,htf_conflict_warning,False,input_label=misleading; trend_context_label=conflict_with_htf; ema_band=above_band; htf_match=False; ltf_match=False; htf_conflict_warning,exclude_from_guided_search,0,exclude_from_guided_search,H4/D1 primary scope; degree=intermediate; no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; relative_structure_size=medium_small; input_label=unclear; end_ewo_direction=positive; end_ewo_slope=-0.04829; input_label=misleading; trend_context_label=conflict_with_htf; ema_band=above_band; htf_match=False; ltf_match=False; htf_conflict_warning,hard_invalid_not_primary_profile; H4/D1 profile match=no; visual_status=good_negative_example; EWO context is unclear or unavailable; htf_conflict_warning,no,exclude_from_guided_search,0.0,0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,keep,no,False,0.147978,0.094444,medium_small,Forex Majors,Forex Majors,Forex Majors,sql_explicit,symbol_control.group,True,reused_phase256_existing_policy,True,,,exclude_from_guided_search,0.0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,hard_invalid_not_primary_profile; H4/D1 profile match=no; visual_status=good_negative_example; EWO context is unclear or unavailable; htf_conflict_warning,no
hard_invalid_exp252_metals_xagusd_h4_intermediate_impulse_001,h4_d1,Metals,XAGUSD.r,H4,intermediate,bearish,hard_invalid,no,,good_negative_example,,,not_applicable,unclear,misleading,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\047_hard_invalid_exp252_metals_xagusd_h4_intermediate_impulse_001.png,prominence_not_applicable,-8,,False,False,no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=small,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; end_ewo_direction=positive; end_ewo_slope=-0.2396,False,ema_htf_misleading_warning,misleading,-18,,htf_conflict_warning,False,input_label=misleading; trend_context_label=conflict_with_htf; ema_band=above_band; htf_match=False; ltf_match=False; htf_conflict_warning,exclude_from_guided_search,0,exclude_from_guided_search,H4/D1 primary scope; degree=intermediate; no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=small; input_label=unclear; end_ewo_direction=positive; end_ewo_slope=-0.2396; input_label=misleading; trend_context_label=conflict_with_htf; ema_band=above_band; htf_match=False; ltf_match=False; htf_conflict_warning,hard_invalid_not_primary_profile; H4/D1 profile match=no; visual_status=good_negative_example; EWO context is unclear or unavailable; htf_conflict_warning,no,exclude_from_guided_search,0.0,0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,keep,no,False,0.046715,0.075556,small,Metals,Metals,Metals,sql_explicit,symbol_control.group,True,reused_phase256_existing_policy,True,,,exclude_from_guided_search,0.0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,hard_invalid_not_primary_profile; H4/D1 profile match=no; visual_status=good_negative_example; EWO context is unclear or unavailable; htf_conflict_warning,no
hard_invalid_exp252_index_aus200_h4_intermediate_impulse_002,h4_d1,Index,AUS200,H4,intermediate,bearish,hard_invalid,no,,good_negative_example,,,not_applicable,unclear,explains_correction,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\048_hard_invalid_exp252_index_aus200_h4_intermediate_impulse_002.png,prominence_not_applicable,0,,False,False,no prominence penalty available for this structure; relative_structure_size=medium_small,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; momentum_matches_direction=True; end_ewo_direction=negative; end_ewo_slope=-35.16,False,ema_htf_correction_context,contextual,-2,,htf_conflict_warning,False,input_label=explains_correction; trend_context_label=correction_against_htf; ema_band=below_band; htf_match=False; ltf_match=True; htf_conflict_warning; context_support_on_no_profile_is_not_validation,exclude_from_guided_search,0,exclude_from_guided_search,H4/D1 primary scope; degree=intermediate; no prominence penalty available for this structure; relative_structure_size=medium_small; input_label=unclear; momentum_matches_direction=True; end_ewo_direction=negative; end_ewo_slope=-35.16; input_label=explains_correction; trend_context_label=correction_against_htf; ema_band=below_band; htf_match=False; ltf_match=True; htf_conflict_warning; context_support_on_no_profile_is_not_validation,hard_invalid_not_primary_profile; H4/D1 profile match=no; visual_status=good_negative_example; EWO context is unclear or unavailable; htf_conflict_warning,no,exclude_from_guided_search,0.0,0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,keep,no,False,0.398761,0.082222,medium_small,Index,Index,Index,sql_explicit,symbol_control.group,True,reused_phase256_existing_policy,True,,,exclude_from_guided_search,0.0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,hard_invalid_not_primary_profile; H4/D1 profile match=no; visual_status=good_negative_example; EWO context is unclear or unavailable; htf_conflict_warning,no
hard_invalid_exp252_forex_audjpy_h4_minor_impulse_001,h4_d1,Forex Majors,AUDJPY.r,H4,minor,bearish,hard_invalid,no,,good_negative_example,,,not_applicable,unclear,misleading,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\049_hard_invalid_exp252_forex_audjpy_h4_minor_impulse_001.png,prominence_not_applicable,-8,,False,False,no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=small,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; end_ewo_direction=positive; end_ewo_slope=-0.0908,False,ema_htf_misleading_warning,misleading,-18,,htf_conflict_warning,False,input_label=misleading; trend_context_label=conflict_with_htf; ema_band=above_band; htf_match=False; ltf_match=False; htf_conflict_warning,exclude_from_guided_search,0,exclude_from_guided_search,H4/D1 primary scope; no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=small; input_label=unclear; end_ewo_direction=positive; end_ewo_slope=-0.0908; input_label=misleading; trend_context_label=conflict_with_htf; ema_band=above_band; htf_match=False; ltf_match=False; htf_conflict_warning,hard_invalid_not_primary_profile; minor is substructure; H4/D1 profile match=no; visual_status=good_negative_example; EWO context is unclear or unavailable; htf_conflict_warning,no,exclude_from_guided_search,0.0,0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,keep,no,False,0.091936,0.056667,small,Forex Majors,Forex Majors,Forex Majors,sql_explicit,symbol_control.group,True,reused_phase256_existing_policy,True,,,exclude_from_guided_search,0.0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,hard_invalid_not_primary_profile; minor is substructure; H4/D1 profile match=no; visual_status=good_negative_example; EWO context is unclear or unavailable; htf_conflict_warning,no
