candidate_id,structure_type,timeframe_policy,swing_degree,matches_guided_impulse_profile,guided_profile_match_score,phase252_candidate_action,phase252_reason,chart_path
abc_forex_eurusd_h1_abc_002,abc_correction,auxiliary_h1_h4,major,no,19,use_as_negative_example,Excluded or negative candidate confirms the profile should not rescue bad counts.,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\035_abc_forex_eurusd_h1_abc_002.png
abc_forex_gbpusd_h1_abc_003,abc_correction,auxiliary_h1_h4,major,no,19,use_as_negative_example,Excluded or negative candidate confirms the profile should not rescue bad counts.,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\036_abc_forex_gbpusd_h1_abc_003.png
near_miss_forex_audjpy_h1_intermediate_impulse_011,ambiguous,auxiliary_h1_h4,intermediate,no,42,exclude_from_expansion,Does not match the minimal guided impulse profile.,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\037_near_miss_forex_audjpy_h1_intermediate_impulse_011.png
near_miss_metals_xagusd_h1_intermediate_impulse_003,ambiguous,auxiliary_h1_h4,intermediate,no,42,exclude_from_expansion,Does not match the minimal guided impulse profile.,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\038_near_miss_metals_xagusd_h1_intermediate_impulse_003.png
near_miss_index_aus200_h1_intermediate_impulse_008,ambiguous,auxiliary_h1_h4,intermediate,no,42,exclude_from_expansion,Does not match the minimal guided impulse profile.,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\039_near_miss_index_aus200_h1_intermediate_impulse_008.png
near_miss_forex_audjpy_h1_minor_impulse_007,ambiguous,auxiliary_h1_h4,minor,no,3,use_as_negative_example,Excluded or negative candidate confirms the profile should not rescue bad counts.,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\040_near_miss_forex_audjpy_h1_minor_impulse_007.png
near_miss_metals_xagusd_h1_minor_impulse_002,ambiguous,auxiliary_h1_h4,minor,no,19,use_as_negative_example,Excluded or negative candidate confirms the profile should not rescue bad counts.,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\041_near_miss_metals_xagusd_h1_minor_impulse_002.png
near_miss_index_aus200_h1_minor_impulse_012,ambiguous,auxiliary_h1_h4,minor,no,27,manual_review_before_expansion,Different degree from base profile; keep as context/substructure.,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\042_near_miss_index_aus200_h1_minor_impulse_012.png
near_miss_forex_audjpy_h1_major_impulse_007,ambiguous,auxiliary_h1_h4,major,no,21,manual_review_before_expansion,Different degree from base profile; keep as context/substructure.,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\043_near_miss_forex_audjpy_h1_major_impulse_007.png
near_miss_metals_xagusd_h1_major_impulse_006,ambiguous,auxiliary_h1_h4,major,no,27,manual_review_before_expansion,Different degree from base profile; keep as context/substructure.,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\044_near_miss_metals_xagusd_h1_major_impulse_006.png
near_miss_index_aus200_h1_major_impulse_006,invalid_or_negative,auxiliary_h1_h4,major,no,19,use_as_negative_example,Excluded or negative candidate confirms the profile should not rescue bad counts.,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\045_near_miss_index_aus200_h1_major_impulse_006.png
hard_invalid_forex_audjpy_h1_intermediate_impulse_001,invalid_or_negative,auxiliary_h1_h4,intermediate,no,29,use_as_negative_example,Excluded or negative candidate confirms the profile should not rescue bad counts.,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\046_hard_invalid_forex_audjpy_h1_intermediate_impulse_001.png
hard_invalid_metals_xagusd_h1_intermediate_impulse_001,invalid_or_negative,auxiliary_h1_h4,intermediate,no,34,use_as_negative_example,Excluded or negative candidate confirms the profile should not rescue bad counts.,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\047_hard_invalid_metals_xagusd_h1_intermediate_impulse_001.png
hard_invalid_index_aus200_h1_intermediate_impulse_001,invalid_or_negative,auxiliary_h1_h4,intermediate,no,34,use_as_negative_example,Excluded or negative candidate confirms the profile should not rescue bad counts.,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\048_hard_invalid_index_aus200_h1_intermediate_impulse_001.png
hard_invalid_forex_audjpy_h1_minor_impulse_001,invalid_or_negative,auxiliary_h1_h4,minor,no,13,use_as_negative_example,Excluded or negative candidate confirms the profile should not rescue bad counts.,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\049_hard_invalid_forex_audjpy_h1_minor_impulse_001.png
hard_invalid_metals_xagusd_h1_minor_impulse_001,ambiguous,auxiliary_h1_h4,minor,no,14,manual_review_before_expansion,Different degree from base profile; keep as context/substructure.,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\050_hard_invalid_metals_xagusd_h1_minor_impulse_001.png
hard_invalid_index_aus200_h1_minor_impulse_001,invalid_or_negative,auxiliary_h1_h4,minor,no,19,use_as_negative_example,Excluded or negative candidate confirms the profile should not rescue bad counts.,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\051_hard_invalid_index_aus200_h1_minor_impulse_001.png
hard_invalid_forex_audjpy_h1_major_impulse_001,invalid_or_negative,auxiliary_h1_h4,major,no,14,use_as_negative_example,Excluded or negative candidate confirms the profile should not rescue bad counts.,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\052_hard_invalid_forex_audjpy_h1_major_impulse_001.png
hard_invalid_metals_xagusd_h1_major_impulse_001,invalid_or_negative,auxiliary_h1_h4,major,no,19,use_as_negative_example,Excluded or negative candidate confirms the profile should not rescue bad counts.,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\053_hard_invalid_metals_xagusd_h1_major_impulse_001.png
hard_invalid_index_aus200_h1_major_impulse_001,invalid_or_negative,auxiliary_h1_h4,major,no,14,use_as_negative_example,Excluded or negative candidate confirms the profile should not rescue bad counts.,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\054_hard_invalid_index_aus200_h1_major_impulse_001.png
abc_forex_audjpy_h4_intermediate_abc_002,abc_correction,primary_h4_d1,intermediate,no,69,exclude_from_expansion,Not part of the base impulse profile; keep as context branch.,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\usable_contextual_correction_h4_025_abc_forex_audjpy_h4_intermediate_abc_002.png
abc_metals_xagusd_h4_intermediate_abc_003,invalid_or_negative,primary_h4_d1,intermediate,no,51,use_as_negative_example,Excluded or negative candidate confirms the profile should not rescue bad counts.,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\exclude_not_correction_h4_026_abc_metals_xagusd_h4_intermediate_abc_003.png
abc_index_aus200_h4_intermediate_abc_006,abc_correction,primary_h4_d1,intermediate,no,54,exclude_from_expansion,Not part of the base impulse profile; keep as context branch.,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\manual_contextual_review_only_h4_027_abc_index_aus200_h4_intermediate_abc_006.png
abc_forex_audjpy_h4_intermediate_abc_005,invalid_or_negative,primary_h4_d1,intermediate,no,51,use_as_negative_example,Excluded or negative candidate confirms the profile should not rescue bad counts.,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\exclude_not_correction_h4_028_abc_forex_audjpy_h4_intermediate_abc_005.png
abc_forex_audjpy_h4_minor_abc_002,abc_correction,primary_h4_d1,minor,no,44,exclude_from_expansion,Not part of the base impulse profile; keep as context branch.,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\manual_contextual_review_only_h4_029_abc_forex_audjpy_h4_minor_abc_002.png
abc_metals_xagusd_h4_minor_abc_003,invalid_or_negative,primary_h4_d1,minor,no,36,use_as_negative_example,Excluded or negative candidate confirms the profile should not rescue bad counts.,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\exclude_not_correction_h4_030_abc_metals_xagusd_h4_minor_abc_003.png
abc_index_aus200_h4_minor_abc_005,invalid_or_negative,primary_h4_d1,minor,no,36,use_as_negative_example,Excluded or negative candidate confirms the profile should not rescue bad counts.,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\exclude_not_correction_h4_031_abc_index_aus200_h4_minor_abc_005.png
abc_forex_audjpy_h4_minor_abc_005,invalid_or_negative,primary_h4_d1,minor,no,36,use_as_negative_example,Excluded or negative candidate confirms the profile should not rescue bad counts.,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\exclude_not_correction_h4_032_abc_forex_audjpy_h4_minor_abc_005.png
abc_forex_audjpy_h4_major_abc_003,abc_correction,primary_h4_d1,major,no,54,exclude_from_expansion,Not part of the base impulse profile; keep as context branch.,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\manual_contextual_review_only_h4_033_abc_forex_audjpy_h4_major_abc_003.png
abc_metals_xagusd_h4_major_abc_003,invalid_or_negative,primary_h4_d1,major,no,36,use_as_negative_example,Excluded or negative candidate confirms the profile should not rescue bad counts.,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\exclude_not_correction_h4_034_abc_metals_xagusd_h4_major_abc_003.png
abc_index_aus200_h4_major_abc_006,abc_correction,primary_h4_d1,major,no,39,exclude_from_expansion,Not part of the base impulse profile; keep as context branch.,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\manual_contextual_review_only_h4_035_abc_index_aus200_h4_major_abc_006.png
abc_forex_audjpy_h4_major_abc_005,invalid_or_negative,primary_h4_d1,major,no,36,use_as_negative_example,Excluded or negative candidate confirms the profile should not rescue bad counts.,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\exclude_not_correction_h4_036_abc_forex_audjpy_h4_major_abc_005.png
abc_forex_audjpy_h1_intermediate_abc_009,invalid_or_negative,auxiliary_h1_h4,intermediate,no,28,use_as_negative_example,Excluded or negative candidate confirms the profile should not rescue bad counts.,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\exclude_not_correction_h1_025_abc_forex_audjpy_h1_intermediate_abc_009.png
abc_metals_xagusd_h1_intermediate_abc_003,abc_correction,auxiliary_h1_h4,intermediate,no,46,exclude_from_expansion,Not part of the base impulse profile; keep as context branch.,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\usable_contextual_correction_h1_026_abc_metals_xagusd_h1_intermediate_abc_003.png
abc_index_aus200_h1_intermediate_abc_004,abc_correction,auxiliary_h1_h4,intermediate,no,36,exclude_from_expansion,Not part of the base impulse profile; keep as context branch.,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\manual_contextual_review_only_h1_027_abc_index_aus200_h1_intermediate_abc_004.png
abc_forex_audjpy_h1_intermediate_abc_011,invalid_or_negative,auxiliary_h1_h4,intermediate,no,28,use_as_negative_example,Excluded or negative candidate confirms the profile should not rescue bad counts.,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\exclude_not_correction_h1_028_abc_forex_audjpy_h1_intermediate_abc_011.png
abc_forex_audjpy_h1_minor_abc_007,abc_correction,auxiliary_h1_h4,minor,no,21,exclude_from_expansion,Not part of the base impulse profile; keep as context branch.,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\experimental_unknown_parent_h1_029_abc_forex_audjpy_h1_minor_abc_007.png
abc_metals_xagusd_h1_minor_abc_002,abc_correction,auxiliary_h1_h4,minor,no,21,exclude_from_expansion,Not part of the base impulse profile; keep as context branch.,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\experimental_unknown_parent_h1_030_abc_metals_xagusd_h1_minor_abc_002.png
abc_index_aus200_h1_minor_abc_006,abc_correction,auxiliary_h1_h4,minor,no,21,exclude_from_expansion,Not part of the base impulse profile; keep as context branch.,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\manual_contextual_review_only_h1_031_abc_index_aus200_h1_minor_abc_006.png
abc_forex_audjpy_h1_minor_abc_013,invalid_or_negative,auxiliary_h1_h4,minor,no,13,use_as_negative_example,Excluded or negative candidate confirms the profile should not rescue bad counts.,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\exclude_not_correction_h1_032_abc_forex_audjpy_h1_minor_abc_013.png
abc_forex_audjpy_h1_major_abc_007,invalid_or_negative,auxiliary_h1_h4,major,no,13,use_as_negative_example,Excluded or negative candidate confirms the profile should not rescue bad counts.,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\exclude_not_correction_h1_033_abc_forex_audjpy_h1_major_abc_007.png
abc_metals_xagusd_h1_major_abc_006,abc_correction,auxiliary_h1_h4,major,no,31,exclude_from_expansion,Not part of the base impulse profile; keep as context branch.,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\usable_contextual_correction_h1_034_abc_metals_xagusd_h1_major_abc_006.png
abc_index_aus200_h1_major_abc_002,abc_correction,auxiliary_h1_h4,major,no,31,exclude_from_expansion,Not part of the base impulse profile; keep as context branch.,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\usable_contextual_correction_h1_035_abc_index_aus200_h1_major_abc_002.png
abc_forex_eurusd_h1_major_abc_002,abc_correction,auxiliary_h1_h4,major,no,21,exclude_from_expansion,Not part of the base impulse profile; keep as context branch.,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\manual_contextual_review_only_h1_036_abc_forex_eurusd_h1_major_abc_002.png
abc_metals_xagusd_h4_intermediate_abc_003,invalid_or_negative,primary_h4_d1,intermediate,no,51,use_as_negative_example,Excluded or negative candidate confirms the profile should not rescue bad counts.,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\exclude_not_correction_h4_metals_xagusd_h4_intermediate_abc_003.png
abc_forex_gbpusd_h1_minor_abc_002,abc_correction,auxiliary_h1_h4,minor,no,21,exclude_from_expansion,Not part of the base impulse profile; keep as context branch.,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\experimental_unknown_parent_h1_forex_gbpusd_h1_minor_abc_002.png
abc_forex_gbpusd_h1_intermediate_abc_002,abc_correction,auxiliary_h1_h4,intermediate,no,36,exclude_from_expansion,Not part of the base impulse profile; keep as context branch.,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\experimental_unknown_parent_h1_forex_gbpusd_h1_intermediate_abc_002.png
abc_forex_gbpusd_h1_major_abc_003,abc_correction,auxiliary_h1_h4,major,no,21,exclude_from_expansion,Not part of the base impulse profile; keep as context branch.,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\manual_contextual_review_only_h1_forex_gbpusd_h1_major_abc_003.png
abc_metals_xagusd_h1_minor_abc_002,abc_correction,auxiliary_h1_h4,minor,no,21,exclude_from_expansion,Not part of the base impulse profile; keep as context branch.,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\experimental_unknown_parent_h1_metals_xagusd_h1_minor_abc_002.png
