candidate_id,review_category,source_table,source_id,example_id,group,symbol,timeframe,swing_degree,direction,diagnostic_status,pattern_type,start_pivot_id,end_pivot_id,start_time,end_time,failure_reasons,suggested_initial_label,review_options,chart_path,candidate_order,trend_context_label,context_score,context_reason,ltf_direction_match,htf_direction_match,ltf_direction_conflict,htf_direction_conflict,transition_matches_direction,price_band_matches_direction,momentum_matches_direction,context_at_start,context_at_end,htf_context_at_end,end_ltf_trend_state,end_ltf_ema_alignment,end_ltf_price_vs_ema_band,end_ltf_transition_state,end_ltf_ewo_5_35,end_ltf_ewo_5_35_slope,end_ltf_ewo_5_35_direction,htf_timeframe,htf_context_source_time,htf_trend_state,htf_ema_alignment,htf_price_vs_ema_band,htf_transition_state,htf_lookahead_safe,context_chart_path,d1_context_usefulness,ema_context_usefulness,ewo_context_usefulness,context_changes_phase23_reading,user_review_priority,suggested_action,context_notes,context_chart_path_absolute
abc_forex_audjpy_h4_abc_009,abc,candidate_counts,forex_audjpy_h4_abc_009,forex_audjpy_h4,Forex Majors,AUDJPY.r,H4,minor,bullish,candidate_abc,abc,9,12,2025-12-23 04:00:00,2025-12-29 04:00:00,basic ABC constraints satisfied,visually_good_abc,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\abc\030_abc_forex_audjpy_h4_abc_009.png,30,impulse_with_htf,65,HTF aligned with candidate direction; LTF EMA alignment matches candidate,True,True,False,False,False,True,False,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,bullish_alignment,bullish_alignment,above_band,no_transition,0.7406000000000006,-0.0297571428571359,positive,D1,2025-12-26,bullish_alignment,bullish_alignment,above_band,no_transition,True,charts\abc\030_abc_forex_audjpy_h4_abc_009.png,useful,useful,useful_for_momentum_only,misleading_if_used_as_filter,high,keep_as_ambiguous_example,"Trend context is supportive, but ABCs overlap across the same rising leg.",C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\abc\030_abc_forex_audjpy_h4_abc_009.png
abc_forex_eurjpy_h4_abc_004,abc,candidate_counts,forex_eurjpy_h4_abc_004,forex_eurjpy_h4,Forex Majors,EURJPY.r,H4,minor,bullish,candidate_abc,abc,4,7,2025-12-17 00:00:00,2025-12-22 08:00:00,basic ABC constraints satisfied,visually_good_abc,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\abc\031_abc_forex_eurjpy_h4_abc_004.png,31,impulse_with_htf,85,HTF aligned with candidate direction; LTF EMA alignment matches candidate; EWO 5-35 confirms direction,True,True,False,False,False,True,True,trend=mixed_or_unclear|band=inside_band|transition=no_transition|ewo=negative,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,bullish_alignment,bullish_alignment,above_band,no_transition,1.7331571428571806,0.4858714285714427,positive,D1,2025-12-19,bullish_alignment,bullish_alignment,above_band,no_transition,True,charts\abc\031_abc_forex_eurjpy_h4_abc_004.png,useful,partially_useful,useful_for_momentum_only,misleading_if_used_as_filter,high,keep_as_ambiguous_example,"Bullish context helps direction, but several ABCs compete for the same pivots.",C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\abc\031_abc_forex_eurjpy_h4_abc_004.png
abc_forex_eurusd_h4_abc_002,abc,candidate_counts,forex_eurusd_h4_abc_002,forex_eurusd_h4,Forex Majors,EURUSD.r,H4,minor,bullish,candidate_abc,abc,2,5,2025-12-09 16:00:00,2025-12-16 16:00:00,basic ABC constraints satisfied,visually_good_abc,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\abc\032_abc_forex_eurusd_h4_abc_002.png,32,impulse_with_htf,85,HTF aligned with candidate direction; LTF EMA alignment matches candidate; EWO 5-35 confirms direction,True,True,False,False,False,True,True,trend=bearish_alignment|band=below_band|transition=no_transition|ewo=flat_or_unknown,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,bullish_alignment,bullish_alignment,above_band,no_transition,0.0058291428571428,6.328571428526608e-05,positive,D1,2025-12-15,bullish_alignment,bullish_alignment,above_band,no_transition,True,charts\abc\032_abc_forex_eurusd_h4_abc_002.png,partially_useful,partially_useful,useful_for_momentum_only,downgrades_confidence,high,keep_as_ambiguous_example,Early bullish context fades into range; labels are cramped and should not be rescued.,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\abc\032_abc_forex_eurusd_h4_abc_002.png
abc_forex_audjpy_h4_abc_003,abc,candidate_counts,forex_audjpy_h4_abc_003,forex_audjpy_h4,Forex Majors,AUDJPY.r,H4,major,bullish,candidate_abc,abc,3,6,2025-12-17 00:00:00,2026-01-14 04:00:00,basic ABC constraints satisfied,visually_good_abc,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\abc\033_abc_forex_audjpy_h4_abc_003.png,33,impulse_with_htf,65,HTF aligned with candidate direction; LTF EMA alignment matches candidate,True,True,False,False,False,True,False,trend=mixed_or_unclear|band=below_band|transition=no_transition|ewo=negative,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,bullish_alignment,bullish_alignment,above_band,no_transition,0.7616285714285738,-0.1095428571428414,positive,D1,2026-01-13,bullish_alignment,bullish_alignment,above_band,no_transition,True,charts\abc\033_abc_forex_audjpy_h4_abc_003.png,useful,useful,useful_for_momentum_only,misleading_if_used_as_filter,high,keep_as_ambiguous_example,"Bullish regime is clear, but ABC looks more like continuation/partial 1-2-3.",C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\abc\033_abc_forex_audjpy_h4_abc_003.png
abc_forex_audjpy_h4_abc_013,abc,candidate_counts,forex_audjpy_h4_abc_013,forex_audjpy_h4,Forex Majors,AUDJPY.r,H4,major,bullish,candidate_abc,abc,13,16,2026-02-16 00:00:00,2026-02-25 20:00:00,basic ABC constraints satisfied,visually_good_abc,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\abc\034_abc_forex_audjpy_h4_abc_013.png,34,impulse_with_htf,85,HTF aligned with candidate direction; LTF EMA alignment matches candidate; EWO 5-35 confirms direction,True,True,False,False,False,True,True,trend=mixed_or_unclear|band=inside_band|transition=no_transition|ewo=negative,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,bullish_alignment,bullish_alignment,above_band,no_transition,1.39028571428571,0.4662428571428449,positive,D1,2026-02-24,bullish_alignment,bullish_alignment,above_band,no_transition,True,charts\abc\034_abc_forex_audjpy_h4_abc_013.png,useful,useful,useful_for_momentum_only,misleading_if_used_as_filter,high,keep_as_ambiguous_example,"Long bullish channel has supportive context, but ABC spans too much overlapping structure.",C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\abc\034_abc_forex_audjpy_h4_abc_013.png
abc_forex_eurjpy_h4_abc_003,abc,candidate_counts,forex_eurjpy_h4_abc_003,forex_eurjpy_h4,Forex Majors,EURJPY.r,H4,major,bearish,candidate_abc,abc,3,6,2025-12-22 08:00:00,2026-01-09 00:00:00,basic ABC constraints satisfied,visually_good_abc,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\abc\035_abc_forex_eurjpy_h4_abc_003.png,35,correction_against_htf,20,HTF conflicts with candidate direction; EWO 5-35 confirms direction,False,False,True,True,False,False,True,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=mixed_or_unclear|band=inside_band|transition=no_transition|ewo=negative,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,mixed_or_unclear,bullish_alignment,inside_band,no_transition,-0.4978428571428424,-0.0564714285714273,negative,D1,2026-01-08,bullish_alignment,bullish_alignment,above_band,no_transition,True,charts\abc\035_abc_forex_eurjpy_h4_abc_003.png,conflict_explains_case,partially_useful,useful_for_momentum_only,reframes_as_correction,high,use_as_negative_example,"Bearish EWO confirms pullback, but D1 is bullish and labels are forced.",C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\abc\035_abc_forex_eurjpy_h4_abc_003.png
abc_forex_eurusd_h4_abc_003,abc,candidate_counts,forex_eurusd_h4_abc_003,forex_eurusd_h4,Forex Majors,EURUSD.r,H4,major,bearish,candidate_abc,abc,3,6,2025-12-24 04:00:00,2026-01-19 00:00:00,basic ABC constraints satisfied,visually_good_abc,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\abc\036_abc_forex_eurusd_h4_abc_003.png,36,correction_against_htf,40,HTF conflicts with candidate direction; LTF EMA alignment matches candidate,True,False,False,True,False,True,False,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bearish_alignment|band=below_band|transition=no_transition|ewo=negative,trend=mixed_or_unclear|band=inside_band|transition=no_transition|ewo=negative,bearish_alignment,bearish_alignment,below_band,no_transition,-0.0033714285714283,5.8142857142895465e-05,negative,D1,2026-01-16,mixed_or_unclear,bullish_alignment,inside_band,no_transition,True,charts\abc\036_abc_forex_eurusd_h4_abc_003.png,conflict_explains_case,useful,useful_for_momentum_only,reframes_as_correction,high,keep_as_ambiguous_example,LTF EMAs/EWO support bearish pressure but D1 conflicts and ABC selection remains cluttered.,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\abc\036_abc_forex_eurusd_h4_abc_003.png
near_miss_forex_audjpy_h4_intermediate_impulse_002,near_miss,impulse_diagnostics,forex_audjpy_h4_intermediate_impulse_002,forex_audjpy_h4,Forex Majors,AUDJPY.r,H4,intermediate,bearish,soft_impulse_near_miss,full_impulse_12345,2,7,2025-12-10 08:00:00,2026-01-02 00:00:00,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\impulses\037_near_miss_forex_audjpy_h4_intermediate_impulse_002.png,37,correction_against_htf,20,HTF conflicts with candidate direction; EWO 5-35 confirms direction,False,False,True,True,False,False,True,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=flat_or_unknown,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=negative,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,bullish_alignment,bullish_alignment,above_band,no_transition,-0.0210999999999756,-0.0967857142857013,negative,D1,2025-12-31,bullish_alignment,bullish_alignment,above_band,no_transition,True,charts\impulses\037_near_miss_forex_audjpy_h4_intermediate_impulse_002.png,conflict_explains_case,useful,unclear,no_change,low,use_as_negative_example,D1 and EMAs explain correction against trend; EWO later improves but does not rescue the read.,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\impulses\037_near_miss_forex_audjpy_h4_intermediate_impulse_002.png
near_miss_metals_xagusd_h4_intermediate_impulse_003,near_miss,impulse_diagnostics,metals_xagusd_h4_intermediate_impulse_003,metals_xagusd_h4,Metals,XAGUSD.r,H4,intermediate,bullish,soft_impulse_near_miss,full_impulse_12345,3,8,2025-12-19 04:00:00,2026-01-07 00:00:00,wave 5 fails to exceed wave 3 extreme,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\impulses\038_near_miss_metals_xagusd_h4_intermediate_impulse_003.png,38,impulse_with_htf,85,HTF aligned with candidate direction; LTF EMA alignment matches candidate; EWO 5-35 confirms direction,True,True,False,False,False,True,True,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,bullish_alignment,bullish_alignment,above_band,no_transition,4.659285714285701,2.0740857142856868,positive,D1,2026-01-06,bullish_alignment,bullish_alignment,above_band,no_transition,True,charts\impulses\038_near_miss_metals_xagusd_h4_intermediate_impulse_003.png,useful,useful,useful_for_wave_role,improves_confidence,high,inspect_manually_before_phase_2_5,Very aligned context; review whether near-miss is only a fine structural rule issue.,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\impulses\038_near_miss_metals_xagusd_h4_intermediate_impulse_003.png
near_miss_index_aus200_h4_intermediate_impulse_009,near_miss,impulse_diagnostics,index_aus200_h4_intermediate_impulse_009,index_aus200_h4,Index,AUS200,H4,intermediate,bullish,soft_impulse_near_miss,full_impulse_12345,9,14,2026-01-07 16:00:00,2026-02-04 12:00:00,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\impulses\039_near_miss_index_aus200_h4_intermediate_impulse_009.png,39,impulse_with_htf,85,HTF aligned with candidate direction; LTF EMA alignment matches candidate; EWO 5-35 confirms direction,True,True,False,False,False,True,True,trend=bullish_alignment|band=inside_band|transition=no_transition|ewo=negative,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,bullish_alignment,bullish_alignment,above_band,no_transition,3.5557142857142026,50.81142857142913,positive,D1,2026-02-03,bullish_alignment,bullish_alignment,above_band,no_transition,True,charts\impulses\039_near_miss_index_aus200_h4_intermediate_impulse_009.png,partially_useful,partially_useful,useful_for_momentum_only,flags_transition,medium,keep_as_ambiguous_example,Context supports impulse during candidate but later fall makes it a late transition example.,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\impulses\039_near_miss_index_aus200_h4_intermediate_impulse_009.png
near_miss_forex_audjpy_h4_minor_impulse_002,near_miss,impulse_diagnostics,forex_audjpy_h4_minor_impulse_002,forex_audjpy_h4,Forex Majors,AUDJPY.r,H4,minor,bearish,soft_impulse_near_miss,full_impulse_12345,2,7,2025-12-10 08:00:00,2025-12-19 00:00:00,wave 5 fails to exceed wave 3 extreme,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\impulses\040_near_miss_forex_audjpy_h4_minor_impulse_002.png,40,conflict_with_htf,0,HTF conflicts with candidate direction,False,False,True,True,False,True,False,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=flat_or_unknown,trend=mixed_or_unclear|band=below_band|transition=no_transition|ewo=negative,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,mixed_or_unclear,bullish_alignment,below_band,no_transition,-0.172700000000006,0.1718571428571351,negative,D1,2025-12-18,bullish_alignment,bullish_alignment,above_band,no_transition,True,charts\impulses\040_near_miss_forex_audjpy_h4_minor_impulse_002.png,conflict_explains_case,useful,useful_for_momentum_only,downgrades_confidence,low,use_as_negative_example,Minor read is against bullish D1; EMAs and later EWO favor discard.,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\impulses\040_near_miss_forex_audjpy_h4_minor_impulse_002.png
near_miss_metals_xagusd_h4_minor_impulse_005,near_miss,impulse_diagnostics,metals_xagusd_h4_minor_impulse_005,metals_xagusd_h4,Metals,XAGUSD.r,H4,minor,bullish,soft_impulse_near_miss,full_impulse_12345,5,10,2025-12-22 20:00:00,2025-12-30 20:00:00,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\impulses\041_near_miss_metals_xagusd_h4_minor_impulse_005.png,41,impulse_with_htf,85,HTF aligned with candidate direction; LTF EMA alignment matches candidate; EWO 5-35 confirms direction,True,True,False,False,False,True,True,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,bullish_alignment,bullish_alignment,above_band,no_transition,2.633928571428584,1.649557142857148,positive,D1,2025-12-29,bullish_alignment,bullish_alignment,above_band,no_transition,True,charts\impulses\041_near_miss_metals_xagusd_h4_minor_impulse_005.png,useful,useful,useful_for_wave_role,improves_confidence,high,inspect_manually_before_phase_2_5,Strong context support; review if deep retracement can stay as near-miss.,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\impulses\041_near_miss_metals_xagusd_h4_minor_impulse_005.png
near_miss_index_aus200_h4_minor_impulse_005,near_miss,impulse_diagnostics,index_aus200_h4_minor_impulse_005,index_aus200_h4,Index,AUS200,H4,minor,bullish,soft_impulse_near_miss,full_impulse_12345,5,10,2025-12-18 00:00:00,2026-01-06 00:00:00,wave 5 fails to exceed wave 3 extreme,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\impulses\042_near_miss_index_aus200_h4_minor_impulse_005.png,42,impulse_with_htf,50,HTF aligned with candidate direction; LTF EMA alignment matches candidate,True,True,False,False,False,False,False,trend=mixed_or_unclear|band=below_band|transition=no_transition|ewo=negative,trend=bullish_alignment|band=inside_band|transition=no_transition|ewo=negative,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,bullish_alignment,bullish_alignment,inside_band,no_transition,-2.7042857142841967,7.857142857144936,negative,D1,2026-01-05,bullish_alignment,bullish_alignment,above_band,no_transition,True,charts\impulses\042_near_miss_index_aus200_h4_minor_impulse_005.png,partially_useful,partially_useful,unclear,no_change,medium,inspect_manually_before_phase_2_5,Context helps but inside-band/EWO make the minor reading less decisive.,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\impulses\042_near_miss_index_aus200_h4_minor_impulse_005.png
near_miss_forex_audjpy_h4_major_impulse_005,near_miss,impulse_diagnostics,forex_audjpy_h4_major_impulse_005,forex_audjpy_h4,Forex Majors,AUDJPY.r,H4,major,bullish,soft_impulse_near_miss,full_impulse_12345,5,10,2026-01-02 00:00:00,2026-01-30 16:00:00,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\impulses\043_near_miss_forex_audjpy_h4_major_impulse_005.png,43,impulse_with_htf,80,HTF aligned with candidate direction; LTF EMA alignment matches candidate; EWO 5-35 confirms direction,True,True,False,False,False,True,True,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=negative,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,bullish_alignment,bullish_alignment,above_band,no_transition,0.4749714285714219,0.1155857142857001,positive,D1,2026-01-29,bullish_alignment,bullish_alignment,above_band,no_transition,True,charts\impulses\043_near_miss_forex_audjpy_h4_major_impulse_005.png,useful,useful,useful_for_wave_role,improves_confidence,high,inspect_manually_before_phase_2_5,Major near-miss is visually clean and coherent with D1/EMAs/EWO.,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\impulses\043_near_miss_forex_audjpy_h4_major_impulse_005.png
near_miss_metals_xagusd_h4_major_impulse_003,near_miss,impulse_diagnostics,metals_xagusd_h4_major_impulse_003,metals_xagusd_h4,Metals,XAGUSD.r,H4,major,bullish,soft_impulse_near_miss,full_impulse_12345,3,8,2025-12-31 20:00:00,2026-02-04 16:00:00,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\impulses\044_near_miss_metals_xagusd_h4_major_impulse_003.png,44,impulse_with_htf,45,HTF aligned with candidate direction; LTF EMA alignment matches candidate,True,True,False,False,False,False,False,trend=bullish_alignment|band=inside_band|transition=no_transition|ewo=negative,trend=mixed_or_unclear|band=below_band|transition=no_transition|ewo=negative,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,mixed_or_unclear,bullish_alignment,below_band,no_transition,-9.405057142857146,3.7578714285714057,negative,D1,2026-02-03,bullish_alignment,bullish_alignment,above_band,no_transition,True,charts\impulses\044_near_miss_metals_xagusd_h4_major_impulse_003.png,partially_useful,partially_useful,misleading,flags_transition,medium,inspect_manually_before_phase_2_5,D1 bullish does not compensate chaotic drop; EWO negative explains correction.,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\impulses\044_near_miss_metals_xagusd_h4_major_impulse_003.png
near_miss_index_aus200_h4_major_impulse_009,near_miss,impulse_diagnostics,index_aus200_h4_major_impulse_009,index_aus200_h4,Index,AUS200,H4,major,bullish,soft_impulse_near_miss,full_impulse_12345,9,14,2026-01-07 16:00:00,2026-02-10 00:00:00,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\impulses\045_near_miss_index_aus200_h4_major_impulse_009.png,45,impulse_with_htf,85,HTF aligned with candidate direction; LTF EMA alignment matches candidate; EWO 5-35 confirms direction,True,True,False,False,False,True,True,trend=bullish_alignment|band=inside_band|transition=no_transition|ewo=negative,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,bullish_alignment,bullish_alignment,above_band,no_transition,30.68428571428376,30.3899999999976,positive,D1,2026-02-09,bullish_alignment,bullish_alignment,above_band,no_transition,True,charts\impulses\045_near_miss_index_aus200_h4_major_impulse_009.png,useful,useful,useful_for_momentum_only,flags_transition,high,inspect_manually_before_phase_2_5,Context supports impulse until point 5 but flags late-cycle risk.,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\impulses\045_near_miss_index_aus200_h4_major_impulse_009.png
hard_invalid_forex_audjpy_h4_intermediate_impulse_001,hard_invalid,impulse_diagnostics,forex_audjpy_h4_intermediate_impulse_001,forex_audjpy_h4,Forex Majors,AUDJPY.r,H4,intermediate,bullish,hard_invalid_impulse,full_impulse_12345,1,6,2025-12-09 04:00:00,2025-12-29 04:00:00,wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5 | wave 4 overlaps wave 1 territory | wave 4 retracement is visually too deep,hard_invalid_correct,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\invalidations\046_hard_invalid_forex_audjpy_h4_intermediate_impulse_001.png,46,impulse_with_htf,65,HTF aligned with candidate direction; LTF EMA alignment matches candidate,True,True,False,False,False,True,False,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=flat_or_unknown,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,bullish_alignment,bullish_alignment,above_band,no_transition,0.7406000000000006,-0.0297571428571359,positive,D1,2025-12-26,bullish_alignment,bullish_alignment,above_band,no_transition,True,charts\invalidations\046_hard_invalid_forex_audjpy_h4_intermediate_impulse_001.png,partially_useful,useful,unclear,misleading_if_used_as_filter,medium,use_as_negative_example,"Context favors later direction, but initial structure remains invalid.",C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\invalidations\046_hard_invalid_forex_audjpy_h4_intermediate_impulse_001.png
hard_invalid_metals_xagusd_h4_intermediate_impulse_001,hard_invalid,impulse_diagnostics,metals_xagusd_h4_intermediate_impulse_001,metals_xagusd_h4,Metals,XAGUSD.r,H4,intermediate,bullish,hard_invalid_impulse,full_impulse_12345,1,6,2025-12-09 00:00:00,2025-12-29 00:00:00,wave 3 is shorter than both wave 1 and wave 5,hard_invalid_correct,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\invalidations\047_hard_invalid_metals_xagusd_h4_intermediate_impulse_001.png,47,impulse_with_htf,85,HTF aligned with candidate direction; LTF EMA alignment matches candidate; EWO 5-35 confirms direction,True,True,False,False,False,True,True,trend=mixed_or_unclear|band=below_band|transition=no_transition|ewo=flat_or_unknown,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,trend=bullish_alignment|band=above_band|transition=no_transition|ewo=positive,bullish_alignment,bullish_alignment,above_band,no_transition,6.320371428571434,1.5703428571428617,positive,D1,2025-12-26,bullish_alignment,bullish_alignment,above_band,no_transition,True,charts\invalidations\047_hard_invalid_metals_xagusd_h4_intermediate_impulse_001.png,useful,useful,useful_for_wave_role,misleading_if_used_as_filter,high,inspect_manually_before_phase_2_5,"Very favorable context; if hard invalid remains, reason must be structural.",C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_context_2026-05-18\h4_d1\charts\invalidations\047_hard_invalid_metals_xagusd_h4_intermediate_impulse_001.png
