candidate_id,review_category,source_table,source_id,example_id,group,symbol,timeframe,swing_degree,direction,diagnostic_status,pattern_type,start_pivot_id,end_pivot_id,start_time,end_time,failure_reasons,suggested_initial_label,review_options,chart_path,candidate_order,visual_review_status,visual_quality_score,swing_degree_fit,user_review_priority,suggested_action,visual_notes,chart_path_absolute
abc_forex_audjpy_h4_abc_003,abc,candidate_counts,forex_audjpy_h4_abc_003,forex_audjpy_h4,Forex Majors,AUDJPY.r,H4,major,bullish,candidate_abc,abc,3,6,2025-12-17 00:00:00,2026-01-14 04:00:00,basic ABC constraints satisfied,visually_good_abc,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\abc\033_abc_forex_audjpy_h4_abc_003.png,33,ambiguous,3,mixed,medium,inspect_manually_before_phase_2_5,"Broad leg could be read as A-B-C, but also as impulse or partial 1-2-3.",C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_3_visual_review_2026-05-17\h4_d1\charts\abc\033_abc_forex_audjpy_h4_abc_003.png
abc_forex_audjpy_h4_abc_013,abc,candidate_counts,forex_audjpy_h4_abc_013,forex_audjpy_h4,Forex Majors,AUDJPY.r,H4,major,bullish,candidate_abc,abc,13,16,2026-02-16 00:00:00,2026-02-25 20:00:00,basic ABC constraints satisfied,visually_good_abc,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\abc\034_abc_forex_audjpy_h4_abc_013.png,34,likely_false_candidate,1,unclear,high,do_not_use_for_rules,Too extended and crossed; turns a trend into an artificial correction.,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_3_visual_review_2026-05-17\h4_d1\charts\abc\034_abc_forex_audjpy_h4_abc_013.png
abc_forex_eurjpy_h4_abc_003,abc,candidate_counts,forex_eurjpy_h4_abc_003,forex_eurjpy_h4,Forex Majors,EURJPY.r,H4,major,bearish,candidate_abc,abc,3,6,2025-12-22 08:00:00,2026-01-09 00:00:00,basic ABC constraints satisfied,visually_good_abc,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\abc\035_abc_forex_eurjpy_h4_abc_003.png,35,ambiguous,2,mixed,medium,inspect_manually_before_phase_2_5,"Possible broad correction, but selected pivots do not form a clean sequence.",C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_3_visual_review_2026-05-17\h4_d1\charts\abc\035_abc_forex_eurjpy_h4_abc_003.png
abc_forex_eurusd_h4_abc_003,abc,candidate_counts,forex_eurusd_h4_abc_003,forex_eurusd_h4,Forex Majors,EURUSD.r,H4,major,bearish,candidate_abc,abc,3,6,2025-12-24 04:00:00,2026-01-19 00:00:00,basic ABC constraints satisfied,visually_good_abc,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\abc\036_abc_forex_eurusd_h4_abc_003.png,36,ambiguous,2,mixed,medium,inspect_manually_before_phase_2_5,"Broad bearish/corrective context is possible, but repeated labels reduce naturalness.",C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_3_visual_review_2026-05-17\h4_d1\charts\abc\036_abc_forex_eurusd_h4_abc_003.png
near_miss_forex_audjpy_h4_intermediate_impulse_002,near_miss,impulse_diagnostics,forex_audjpy_h4_intermediate_impulse_002,forex_audjpy_h4,Forex Majors,AUDJPY.r,H4,intermediate,bearish,soft_impulse_near_miss,full_impulse_12345,2,7,2025-12-10 08:00:00,2026-01-02 00:00:00,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\impulses\037_near_miss_forex_audjpy_h4_intermediate_impulse_002.png,37,ambiguous,3,mixed,high,keep_as_ambiguous_example,Bearish wave 5 is clearly truncated and wave 4 overlaps; useful but not strong.,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_3_visual_review_2026-05-17\h4_d1\charts\impulses\037_near_miss_forex_audjpy_h4_intermediate_impulse_002.png
near_miss_metals_xagusd_h4_intermediate_impulse_003,near_miss,impulse_diagnostics,metals_xagusd_h4_intermediate_impulse_003,metals_xagusd_h4,Metals,XAGUSD.r,H4,intermediate,bullish,soft_impulse_near_miss,full_impulse_12345,3,8,2025-12-19 04:00:00,2026-01-07 00:00:00,wave 5 fails to exceed wave 3 extreme,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\impulses\038_near_miss_metals_xagusd_h4_intermediate_impulse_003.png,38,visually_defensible,4,good,high,keep_as_ambiguous_example,Readable structure with wave 5 stalled after a deep wave 4; good truncation example.,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_3_visual_review_2026-05-17\h4_d1\charts\impulses\038_near_miss_metals_xagusd_h4_intermediate_impulse_003.png
near_miss_index_aus200_h4_intermediate_impulse_009,near_miss,impulse_diagnostics,index_aus200_h4_intermediate_impulse_009,index_aus200_h4,Index,AUS200,H4,intermediate,bullish,soft_impulse_near_miss,full_impulse_12345,9,14,2026-01-07 16:00:00,2026-02-04 12:00:00,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\impulses\039_near_miss_index_aus200_h4_intermediate_impulse_009.png,39,visually_defensible,4,good,high,keep_as_ambiguous_example,Coherent bullish near-miss with visible overlap and failed fifth.,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_3_visual_review_2026-05-17\h4_d1\charts\impulses\039_near_miss_index_aus200_h4_intermediate_impulse_009.png
near_miss_forex_audjpy_h4_minor_impulse_002,near_miss,impulse_diagnostics,forex_audjpy_h4_minor_impulse_002,forex_audjpy_h4,Forex Majors,AUDJPY.r,H4,minor,bearish,soft_impulse_near_miss,full_impulse_12345,2,7,2025-12-10 08:00:00,2025-12-19 00:00:00,wave 5 fails to exceed wave 3 extreme,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\impulses\040_near_miss_forex_audjpy_h4_minor_impulse_002.png,40,visually_forced,2,mixed,medium,use_as_negative_example,Tiny crowded minor leg; truncation is too obvious and pivots are noisy.,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_3_visual_review_2026-05-17\h4_d1\charts\impulses\040_near_miss_forex_audjpy_h4_minor_impulse_002.png
near_miss_metals_xagusd_h4_minor_impulse_005,near_miss,impulse_diagnostics,metals_xagusd_h4_minor_impulse_005,metals_xagusd_h4,Metals,XAGUSD.r,H4,minor,bullish,soft_impulse_near_miss,full_impulse_12345,5,10,2025-12-22 20:00:00,2025-12-30 20:00:00,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\impulses\041_near_miss_metals_xagusd_h4_minor_impulse_005.png,41,ambiguous,3,mixed,medium,keep_as_ambiguous_example,"Readable early impulse, but wave 5 materially fails below wave 3.",C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_3_visual_review_2026-05-17\h4_d1\charts\impulses\041_near_miss_metals_xagusd_h4_minor_impulse_005.png
near_miss_index_aus200_h4_minor_impulse_005,near_miss,impulse_diagnostics,index_aus200_h4_minor_impulse_005,index_aus200_h4,Index,AUS200,H4,minor,bullish,soft_impulse_near_miss,full_impulse_12345,5,10,2025-12-18 00:00:00,2026-01-06 00:00:00,wave 5 fails to exceed wave 3 extreme,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\impulses\042_near_miss_index_aus200_h4_minor_impulse_005.png,42,visually_defensible,4,good,high,keep_as_ambiguous_example,Clean minor sequence; wave 5 fails while swings remain legible.,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_3_visual_review_2026-05-17\h4_d1\charts\impulses\042_near_miss_index_aus200_h4_minor_impulse_005.png
near_miss_forex_audjpy_h4_major_impulse_005,near_miss,impulse_diagnostics,forex_audjpy_h4_major_impulse_005,forex_audjpy_h4,Forex Majors,AUDJPY.r,H4,major,bullish,soft_impulse_near_miss,full_impulse_12345,5,10,2026-01-02 00:00:00,2026-01-30 16:00:00,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\impulses\043_near_miss_forex_audjpy_h4_major_impulse_005.png,43,visually_defensible,4,good,high,keep_as_ambiguous_example,Strongest near-miss; coherent five-swing advance with only mild failure of wave 5.,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_3_visual_review_2026-05-17\h4_d1\charts\impulses\043_near_miss_forex_audjpy_h4_major_impulse_005.png
near_miss_metals_xagusd_h4_major_impulse_003,near_miss,impulse_diagnostics,metals_xagusd_h4_major_impulse_003,metals_xagusd_h4,Metals,XAGUSD.r,H4,major,bullish,soft_impulse_near_miss,full_impulse_12345,3,8,2025-12-31 20:00:00,2026-02-04 16:00:00,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\impulses\044_near_miss_metals_xagusd_h4_major_impulse_003.png,44,likely_false_candidate,2,mixed,high,use_as_negative_example,Deep wave 4 crash breaks proportions; too invalid for a near-miss.,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_3_visual_review_2026-05-17\h4_d1\charts\impulses\044_near_miss_metals_xagusd_h4_major_impulse_003.png
near_miss_index_aus200_h4_major_impulse_009,near_miss,impulse_diagnostics,index_aus200_h4_major_impulse_009,index_aus200_h4,Index,AUS200,H4,major,bullish,soft_impulse_near_miss,full_impulse_12345,9,14,2026-01-07 16:00:00,2026-02-10 00:00:00,wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,ambiguous_but_interesting,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\impulses\045_near_miss_index_aus200_h4_major_impulse_009.png,45,ambiguous,3,mixed,medium,inspect_manually_before_phase_2_5,Broad shape is readable but wave 4 returns near origin and wave 5 fails.,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_3_visual_review_2026-05-17\h4_d1\charts\impulses\045_near_miss_index_aus200_h4_major_impulse_009.png
hard_invalid_forex_audjpy_h4_intermediate_impulse_001,hard_invalid,impulse_diagnostics,forex_audjpy_h4_intermediate_impulse_001,forex_audjpy_h4,Forex Majors,AUDJPY.r,H4,intermediate,bullish,hard_invalid_impulse,full_impulse_12345,1,6,2025-12-09 04:00:00,2025-12-29 04:00:00,wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5 | wave 4 overlaps wave 1 territory | wave 4 retracement is visually too deep,hard_invalid_correct,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\invalidations\046_hard_invalid_forex_audjpy_h4_intermediate_impulse_001.png,46,hard_invalid_correct,4,good,low,use_as_negative_example,Wave 3 does not convincingly exceed wave 1 and wave 4 breaks structure.,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_3_visual_review_2026-05-17\h4_d1\charts\invalidations\046_hard_invalid_forex_audjpy_h4_intermediate_impulse_001.png
hard_invalid_metals_xagusd_h4_intermediate_impulse_001,hard_invalid,impulse_diagnostics,metals_xagusd_h4_intermediate_impulse_001,metals_xagusd_h4,Metals,XAGUSD.r,H4,intermediate,bullish,hard_invalid_impulse,full_impulse_12345,1,6,2025-12-09 00:00:00,2025-12-29 00:00:00,wave 3 is shorter than both wave 1 and wave 5,hard_invalid_correct,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\invalidations\047_hard_invalid_metals_xagusd_h4_intermediate_impulse_001.png,47,hard_invalid_correct,4,good,low,use_as_negative_example,Underpowered wave 3 and dominant wave 5; good hard-invalid negative.,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_3_visual_review_2026-05-17\h4_d1\charts\invalidations\047_hard_invalid_metals_xagusd_h4_intermediate_impulse_001.png
hard_invalid_index_aus200_h4_intermediate_impulse_001,hard_invalid,impulse_diagnostics,index_aus200_h4_intermediate_impulse_001,index_aus200_h4,Index,AUS200,H4,intermediate,bullish,hard_invalid_impulse,full_impulse_12345,1,6,2025-12-04 00:00:00,2025-12-23 12:00:00,wave 2 breaks wave 1 origin | wave 4 overlaps wave 1 territory | wave 2 retracement is visually too deep | wave 4 retracement is visually too deep,hard_invalid_correct,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\invalidations\048_hard_invalid_index_aus200_h4_intermediate_impulse_001.png,48,hard_invalid_correct,5,good,low,use_as_negative_example,Very clean hard invalid with origin-area breaks and oversized final leg.,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_3_visual_review_2026-05-17\h4_d1\charts\invalidations\048_hard_invalid_index_aus200_h4_intermediate_impulse_001.png
hard_invalid_forex_audjpy_h4_minor_impulse_001,hard_invalid,impulse_diagnostics,forex_audjpy_h4_minor_impulse_001,forex_audjpy_h4,Forex Majors,AUDJPY.r,H4,minor,bullish,hard_invalid_impulse,full_impulse_12345,1,6,2025-12-09 04:00:00,2025-12-18 08:00:00,wave 3 does not exceed wave 1 extreme | wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 4 retracement is visually too deep,hard_invalid_correct,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\invalidations\049_hard_invalid_forex_audjpy_h4_minor_impulse_001.png,49,hard_invalid_correct,3,mixed,medium,use_as_negative_example,"Invalidity is clear, but the minor segment is crowded.",C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_3_visual_review_2026-05-17\h4_d1\charts\invalidations\049_hard_invalid_forex_audjpy_h4_minor_impulse_001.png
hard_invalid_metals_xagusd_h4_minor_impulse_002,hard_invalid,impulse_diagnostics,metals_xagusd_h4_minor_impulse_002,metals_xagusd_h4,Metals,XAGUSD.r,H4,minor,bearish,hard_invalid_impulse,full_impulse_12345,2,7,2025-12-17 20:00:00,2025-12-24 16:00:00,wave 2 breaks wave 1 origin | wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5 | wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 2 retracement is visually too deep | wave 4 retracement is visually too deep,hard_invalid_correct,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\invalidations\050_hard_invalid_metals_xagusd_h4_minor_impulse_002.png,50,hard_invalid_correct,3,mixed,medium,use_as_negative_example,Several rule breaks in a cramped early section; clear but not a showcase.,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_3_visual_review_2026-05-17\h4_d1\charts\invalidations\050_hard_invalid_metals_xagusd_h4_minor_impulse_002.png
hard_invalid_index_aus200_h4_minor_impulse_001,hard_invalid,impulse_diagnostics,index_aus200_h4_minor_impulse_001,index_aus200_h4,Index,AUS200,H4,minor,bullish,hard_invalid_impulse,full_impulse_12345,1,6,2025-12-04 00:00:00,2025-12-18 16:00:00,wave 2 breaks wave 1 origin | wave 4 overlaps wave 1 territory | wave 5 fails to exceed wave 3 extreme | wave 2 retracement is visually too deep | wave 4 retracement is visually too deep,hard_invalid_correct,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\invalidations\051_hard_invalid_index_aus200_h4_minor_impulse_001.png,51,hard_invalid_correct,4,good,low,use_as_negative_example,"Wave 2 breaks origin, wave 4 is deep, and wave 5 remains below wave 3.",C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_3_visual_review_2026-05-17\h4_d1\charts\invalidations\051_hard_invalid_index_aus200_h4_minor_impulse_001.png
hard_invalid_forex_audjpy_h4_major_impulse_001,hard_invalid,impulse_diagnostics,forex_audjpy_h4_major_impulse_001,forex_audjpy_h4,Forex Majors,AUDJPY.r,H4,major,bullish,hard_invalid_impulse,full_impulse_12345,1,6,2025-12-09 04:00:00,2026-01-14 04:00:00,wave 2 breaks wave 1 origin | wave 2 retracement is visually too deep,hard_invalid_correct,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\invalidations\052_hard_invalid_forex_audjpy_h4_major_impulse_001.png,52,hard_invalid_correct,4,good,low,use_as_negative_example,Origin break and overdeep retracement are visible; readable at major degree.,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_3_visual_review_2026-05-17\h4_d1\charts\invalidations\052_hard_invalid_forex_audjpy_h4_major_impulse_001.png
hard_invalid_metals_xagusd_h4_major_impulse_001,hard_invalid,impulse_diagnostics,metals_xagusd_h4_major_impulse_001,metals_xagusd_h4,Metals,XAGUSD.r,H4,major,bullish,hard_invalid_impulse,full_impulse_12345,1,6,2025-12-09 00:00:00,2026-01-20 12:00:00,wave 3 does not exceed wave 1 extreme | wave 3 is shorter than both wave 1 and wave 5 | wave 4 overlaps wave 1 territory,hard_invalid_correct,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\invalidations\053_hard_invalid_metals_xagusd_h4_major_impulse_001.png,53,hard_invalid_correct,5,good,low,use_as_negative_example,Textbook hard invalid: wave 3 cannot exceed wave 1 and wave 5 dominates.,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_3_visual_review_2026-05-17\h4_d1\charts\invalidations\053_hard_invalid_metals_xagusd_h4_major_impulse_001.png
hard_invalid_index_aus200_h4_major_impulse_001,hard_invalid,impulse_diagnostics,index_aus200_h4_major_impulse_001,index_aus200_h4,Index,AUS200,H4,major,bullish,hard_invalid_impulse,full_impulse_12345,1,6,2025-12-04 00:00:00,2025-12-23 12:00:00,wave 2 breaks wave 1 origin | wave 4 overlaps wave 1 territory | wave 2 retracement is visually too deep | wave 4 retracement is visually too deep,hard_invalid_correct,visually_good_impulse|visually_good_partial_123|visually_good_abc|ambiguous_but_interesting|too_noisy|too_micro|too_coarse|false_candidate|hard_invalid_correct,charts\invalidations\054_hard_invalid_index_aus200_h4_major_impulse_001.png,54,hard_invalid_correct,4,good,low,use_as_negative_example,Clear origin breaks and deep retracements; good negative example.,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_3_visual_review_2026-05-17\h4_d1\charts\invalidations\054_hard_invalid_index_aus200_h4_major_impulse_001.png
